celltype,cluster,Term,Overlap,n.hit,n.tot,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
beta,3,regulation of chromatin assembly or disassembly (GO:0001672),1/7,1,7,0.0862439721321662,1,0,0,11.1607142857143,27.3501686812018,TLK1
beta,3,brown fat cell differentiation (GO:0050873),1/7,1,7,0.0862439721321662,1,0,0,11.1607142857143,27.3501686812018,PPARGC1A
beta,3,hemostasis (GO:0007599),1/7,1,7,0.0862439721321662,1,0,0,11.1607142857143,27.3501686812018,HPS4
beta,3,regulation of cardiac muscle cell membrane potential (GO:0086036),1/7,1,7,0.0862439721321662,1,0,0,11.1607142857143,27.3501686812018,ATP2A2
beta,3,ornithine transport (GO:0015822),1/7,1,7,0.0862439721321662,1,0,0,11.1607142857143,27.3501686812018,SLC7A1
beta,3,cellular response to laminar fluid shear stress (GO:0071499),1/7,1,7,0.0862439721321662,1,0,0,11.1607142857143,27.3501686812018,KLF4
beta,3,positive regulation of cellular senescence (GO:2000774),1/7,1,7,0.0862439721321662,1,0,0,11.1607142857143,27.3501686812018,ARG2
beta,3,pri-miRNA transcription from RNA polymerase II promoter (GO:0061614),1/7,1,7,0.0862439721321662,1,0,0,11.1607142857143,27.3501686812018,KLF4
beta,3,positive regulation of protein kinase C signaling (GO:0090037),1/7,1,7,0.0862439721321662,1,0,0,11.1607142857143,27.3501686812018,VEGFA
beta,3,posttranslational protein targeting to endoplasmic reticulum membrane (GO:0006620),1/7,1,7,0.0862439721321662,1,0,0,11.1607142857143,27.3501686812018,HYOU1
beta,3,cytoplasmic sequestering of NF-kappaB (GO:0007253),1/7,1,7,0.0862439721321662,1,0,0,11.1607142857143,27.3501686812018,G3BP2
beta,3,negative regulation of cytokinesis (GO:0032466),1/7,1,7,0.0862439721321662,1,0,0,11.1607142857143,27.3501686812018,VPS4A
beta,3,positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis (GO:1903589),1/7,1,7,0.0862439721321662,1,0,0,11.1607142857143,27.3501686812018,VEGFA
beta,3,regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation (GO:0003256),1/7,1,7,0.0862439721321662,1,0,0,11.1607142857143,27.3501686812018,SRF
beta,3,exit from host cell (GO:0035891),1/7,1,7,0.0862439721321662,1,0,0,11.1607142857143,27.3501686812018,VPS4A
beta,3,regulation of smooth muscle cell differentiation (GO:0051150),1/7,1,7,0.0862439721321662,1,0,0,11.1607142857143,27.3501686812018,SRF
beta,3,response to type I interferon (GO:0034340),1/7,1,7,0.0862439721321662,1,0,0,11.1607142857143,27.3501686812018,SETD2
beta,3,vascular endothelial growth factor signaling pathway (GO:0038084),1/7,1,7,0.0862439721321662,1,0,0,11.1607142857143,27.3501686812018,VEGFA
beta,3,protein localization to cytoplasmic stress granule (GO:1903608),1/7,1,7,0.0862439721321662,1,0,0,11.1607142857143,27.3501686812018,YBX1
beta,3,modification by symbiont of host morphology or physiology (GO:0044003),1/7,1,7,0.0862439721321662,1,0,0,11.1607142857143,27.3501686812018,RRAGA
beta,3,peroxisome proliferator activated receptor signaling pathway (GO:0035357),1/7,1,7,0.0862439721321662,1,0,0,11.1607142857143,27.3501686812018,ALOXE3
beta,3,V(D)J recombination (GO:0033151),1/7,1,7,0.0862439721321662,1,0,0,11.1607142857143,27.3501686812018,LIG4
beta,3,positive regulation of cell migration by vascular endothelial growth factor signaling pathway (GO:0038089),1/7,1,7,0.0862439721321662,1,0,0,11.1607142857143,27.3501686812018,VEGFA
beta,3,cellular response to histamine (GO:0071420),1/7,1,7,0.0862439721321662,1,0,0,11.1607142857143,27.3501686812018,GABRB3
beta,3,protein maturation by iron-sulfur cluster transfer (GO:0097428),1/7,1,7,0.0862439721321662,1,0,0,11.1607142857143,27.3501686812018,ISCA1
beta,3,regulation of RNA polymerase II regulatory region sequence-specific DNA binding (GO:1903025),1/7,1,7,0.0862439721321662,1,0,0,11.1607142857143,27.3501686812018,DDIT3
beta,3,spermidine metabolic process (GO:0008216),1/7,1,7,0.0862439721321662,1,0,0,11.1607142857143,27.3501686812018,AMD1
beta,3,store-operated calcium entry (GO:0002115),1/7,1,7,0.0862439721321662,1,0,0,11.1607142857143,27.3501686812018,STIM2
beta,3,negative regulation of necrotic cell death (GO:0060547),1/7,1,7,0.0862439721321662,1,0,0,11.1607142857143,27.3501686812018,BIRC2
beta,3,regulation of transcription involved in cell fate commitment (GO:0060850),1/7,1,7,0.0862439721321662,1,0,0,11.1607142857143,27.3501686812018,CEBPB
beta,3,calcitonin family receptor signaling pathway (GO:0097646),1/7,1,7,0.0862439721321662,1,0,0,11.1607142857143,27.3501686812018,ADM
beta,3,neuron fate specification (GO:0048665),1/7,1,7,0.0862439721321662,1,0,0,11.1607142857143,27.3501686812018,POU3F2
beta,3,"positive regulation of CD4-positive, alpha-beta T cell activation (GO:2000516)",1/7,1,7,0.0862439721321662,1,0,0,11.1607142857143,27.3501686812018,CD55
beta,3,microglial cell activation (GO:0001774),1/7,1,7,0.0862439721321662,1,0,0,11.1607142857143,27.3501686812018,MAPT
beta,3,negative regulation of cell death (GO:0060548),3/82,3,82,0.0880793378232014,1,0,0,2.85823170731707,6.9441233931913,BNIP3L;CTNNB1;PPARGC1A
beta,3,negative regulation of cell cycle process (GO:0010948),3/82,3,82,0.0880793378232014,1,0,0,2.85823170731707,6.9441233931913,HSP90AB1;VPS4A;CDC7
beta,3,positive regulation of protein catabolic process (GO:0045732),3/82,3,82,0.0880793378232014,1,0,0,2.85823170731707,6.9441233931913,BARD1;NEDD4;RDX
beta,3,positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090100),3/83,3,83,0.0905601771264205,1,0,0,2.82379518072289,6.78202383836942,FLCN;HSP90AB1;SULF1
beta,3,regulation of nucleic acid-templated transcription (GO:1903506),12/608,12,608,0.092196380060378,1,0,0,1.54194078947368,3.6757315136848,CEBPB;NFIL3;DDIT3;USP3;PRDM2;BAZ2B;HIVEP2;BAZ1A;YBX1;NR3C1;PPARGC1A;NFKB2
beta,3,signal transduction by p53 class mediator (GO:0072331),2/40,2,40,0.0927352608281736,1,0,0,3.90625,9.28908790244678,ZMAT3;TRIAP1
beta,3,positive regulation of fat cell differentiation (GO:0045600),2/40,2,40,0.0927352608281736,1,0,0,3.90625,9.28908790244678,CEBPB;CREB1
beta,3,cellular protein modification process (GO:0006464),18/1002,18,1002,0.0932408651656986,1,0,0,1.40344311377246,3.32976588596496,PHLPP2;MAST2;TESK2;ALG3;EIF2AK4;VRK2;PTPRH;FBXO30;FUT5;NUAK1;MEX3B;CREB1;TAOK1;TLK1;STT3B;DCAF10;MAPK6;MAP3K5
beta,3,cellular response to organic substance (GO:0071310),4/134,4,134,0.0935606415807349,1,0,0,2.33208955223881,5.5250594213249,NCOA1;CTNNB1;MAPK6;KLF4
beta,3,positive regulation of supramolecular fiber organization (GO:1902905),3/85,3,85,0.0956083377688686,1,0,0,2.75735294117647,6.47287292529119,CLIP1;PSRC1;MAPT
beta,3,activation of GTPase activity (GO:0090630),3/85,3,85,0.0956083377688686,1,0,0,2.75735294117647,6.47287292529119,TBC1D30;RUNDC1;TBC1D9
beta,3,regulation of neuron differentiation (GO:0045664),3/85,3,85,0.0956083377688686,1,0,0,2.75735294117647,6.47287292529119,ZEB1;TCF12;EIF2AK4
beta,3,negative regulation of TOR signaling (GO:0032007),2/41,2,41,0.096698846058165,1,0,0,3.8109756097561,8.90302518981904,EPM2A;FLCN
beta,3,positive regulation of mitotic cell cycle phase transition (GO:1901992),2/41,2,41,0.096698846058165,1,0,0,3.8109756097561,8.90302518981904,RDX;CDC7
beta,3,protein complex assembly (GO:0006461),5/190,5,190,0.0976625627671385,1,0,0,2.05592105263158,4.78255957846446,KHDRBS3;DDIT3;USO1;CTNNB1;MAPT
beta,3,regulation of establishment of protein localization to mitochondrion (GO:1903747),1/8,1,8,0.0979441241058752,1,0,0,9.765625,22.6890441904373,MAPT
beta,3,positive regulation of cell aging (GO:0090343),1/8,1,8,0.0979441241058752,1,0,0,9.765625,22.6890441904373,ARG2
beta,3,negative regulation of protein homooligomerization (GO:0032463),1/8,1,8,0.0979441241058752,1,0,0,9.765625,22.6890441904373,CRYAB
beta,3,establishment of integrated proviral latency (GO:0075713),1/8,1,8,0.0979441241058752,1,0,0,9.765625,22.6890441904373,LIG4
beta,3,amyloid fibril formation (GO:1990000),1/8,1,8,0.0979441241058752,1,0,0,9.765625,22.6890441904373,MAPT
beta,3,cytoskeletal anchoring at nuclear membrane (GO:0090286),1/8,1,8,0.0979441241058752,1,0,0,9.765625,22.6890441904373,SUN2
beta,3,lagging strand elongation (GO:0006273),1/8,1,8,0.0979441241058752,1,0,0,9.765625,22.6890441904373,LIG4
beta,3,coronary vasculature morphogenesis (GO:0060977),1/8,1,8,0.0979441241058752,1,0,0,9.765625,22.6890441904373,VEGFA
beta,3,desmosome organization (GO:0002934),1/8,1,8,0.0979441241058752,1,0,0,9.765625,22.6890441904373,PERP
beta,3,protein K6-linked ubiquitination (GO:0085020),1/8,1,8,0.0979441241058752,1,0,0,9.765625,22.6890441904373,BARD1
beta,3,positive regulation of early endosome to late endosome transport (GO:2000643),1/8,1,8,0.0979441241058752,1,0,0,9.765625,22.6890441904373,RDX
beta,3,desensitization of G-protein coupled receptor protein signaling pathway (GO:0002029),1/8,1,8,0.0979441241058752,1,0,0,9.765625,22.6890441904373,ADM
beta,3,regulation of positive chemotaxis (GO:0050926),1/8,1,8,0.0979441241058752,1,0,0,9.765625,22.6890441904373,VEGFA
beta,3,dimeric G-protein coupled receptor signaling pathway (GO:0038042),1/8,1,8,0.0979441241058752,1,0,0,9.765625,22.6890441904373,ADM
beta,3,positive regulation of protein localization to cell surface (GO:2000010),1/8,1,8,0.0979441241058752,1,0,0,9.765625,22.6890441904373,HSP90AB1
beta,3,ketone biosynthetic process (GO:0042181),1/8,1,8,0.0979441241058752,1,0,0,9.765625,22.6890441904373,ADM
beta,3,angiogenesis involved in wound healing (GO:0060055),1/8,1,8,0.0979441241058752,1,0,0,9.765625,22.6890441904373,SRF
beta,3,negative regulation of establishment of protein localization (GO:1904950),1/8,1,8,0.0979441241058752,1,0,0,9.765625,22.6890441904373,MAPT
beta,3,regulation of cytoplasmic mRNA processing body assembly (GO:0010603),1/8,1,8,0.0979441241058752,1,0,0,9.765625,22.6890441904373,CNOT6L
beta,3,negative regulation of cilium assembly (GO:1902018),1/8,1,8,0.0979441241058752,1,0,0,9.765625,22.6890441904373,TBC1D30
beta,3,regulation of amyloid fibril formation (GO:1905906),1/8,1,8,0.0979441241058752,1,0,0,9.765625,22.6890441904373,CRYAB
beta,3,positive regulation of TORC1 signaling (GO:1904263),1/8,1,8,0.0979441241058752,1,0,0,9.765625,22.6890441904373,RRAGA
beta,3,regulation of long term synaptic depression (GO:1900452),1/8,1,8,0.0979441241058752,1,0,0,9.765625,22.6890441904373,MAPT
beta,3,regulation of dopamine receptor signaling pathway (GO:0060159),1/8,1,8,0.0979441241058752,1,0,0,9.765625,22.6890441904373,DTNBP1
beta,3,peptidyl-lysine monomethylation (GO:0018026),1/8,1,8,0.0979441241058752,1,0,0,9.765625,22.6890441904373,SETD2
beta,3,aldehyde biosynthetic process (GO:0046184),1/8,1,8,0.0979441241058752,1,0,0,9.765625,22.6890441904373,TPI1
beta,3,arginine catabolic process (GO:0006527),1/8,1,8,0.0979441241058752,1,0,0,9.765625,22.6890441904373,ARG2
beta,3,regulation of receptor binding (GO:1900120),1/8,1,8,0.0979441241058752,1,0,0,9.765625,22.6890441904373,ADAM15
beta,3,regulation of cardiac muscle cell action potential involved in regulation of contraction (GO:0098909),1/8,1,8,0.0979441241058752,1,0,0,9.765625,22.6890441904373,ATP2A2
beta,3,regulation of calcium-mediated signaling (GO:0050848),2/42,2,42,0.10070981915033,1,0,0,3.7202380952381,8.53985109773286,TMBIM4;MAPT
beta,3,gluconeogenesis (GO:0006094),2/42,2,42,0.10070981915033,1,0,0,3.7202380952381,8.53985109773286,TPI1;PPARGC1A
beta,3,cellular macromolecule biosynthetic process (GO:0034645),8/368,8,368,0.10160340587915,1,0,0,1.69836956521739,3.88362469763425,BARD1;EXT1;NCOA1;MRPS16;CDC7;BAZ2B;BAZ1A;NR3C1
beta,3,regulation of vesicle-mediated transport (GO:0060627),4/139,4,139,0.103457569885991,1,0,0,2.24820143884892,5.10025562752403,RIMS2;TBC1D30;RUNDC1;TBC1D9
beta,3,regulation of ion transmembrane transporter activity (GO:0032412),2/43,2,43,0.104766329462666,1,0,0,3.63372093023256,8.19775742176985,NEDD4;UTRN
beta,3,ceramide metabolic process (GO:0006672),2/43,2,43,0.104766329462666,1,0,0,3.63372093023256,8.19775742176985,FUT5;ALOXE3
beta,3,positive regulation of protein complex assembly (GO:0031334),3/89,3,89,0.106038996906099,1,0,0,2.63342696629214,5.90927411478163,UNC13B;CTNNB1;VEGFA
beta,3,negative regulation of sequence-specific DNA binding transcription factor activity (GO:0043433),4/141,4,141,0.10754574308646,1,0,0,2.21631205673759,4.94201907100575,DDIT3;CEBPG;EIF2AK4;KLF4
beta,3,mitotic metaphase plate congression (GO:0007080),2/44,2,44,0.108866565598474,1,0,0,3.55113636363636,7.87511475667989,PSRC1;VPS4A
beta,3,regulation of multicellular organismal development (GO:2000026),2/44,2,44,0.108866565598474,1,0,0,3.55113636363636,7.87511475667989,PHLDB1;PHLDB2
beta,3,L-fucose metabolic process (GO:0042354),1/9,1,9,0.109495040713884,1,0,0,8.68055555555556,19.2003126825988,FUT5
beta,3,acidic amino acid transport (GO:0015800),1/9,1,9,0.109495040713884,1,0,0,8.68055555555556,19.2003126825988,SLC1A1
beta,3,ornithine metabolic process (GO:0006591),1/9,1,9,0.109495040713884,1,0,0,8.68055555555556,19.2003126825988,ARG2
beta,3,response to UV-C (GO:0010225),1/9,1,9,0.109495040713884,1,0,0,8.68055555555556,19.2003126825988,MAP3K4
beta,3,ATF6-mediated unfolded protein response (GO:0036500),1/9,1,9,0.109495040713884,1,0,0,8.68055555555556,19.2003126825988,DDIT3
beta,3,lactation (GO:0007595),1/9,1,9,0.109495040713884,1,0,0,8.68055555555556,19.2003126825988,VEGFA
beta,3,long-chain fatty acid biosynthetic process (GO:0042759),1/9,1,9,0.109495040713884,1,0,0,8.68055555555556,19.2003126825988,ALOXE3
beta,3,negative regulation of pri-miRNA transcription from RNA polymerase II promoter (GO:1902894),1/9,1,9,0.109495040713884,1,0,0,8.68055555555556,19.2003126825988,SRF
beta,3,sarcoplasmic reticulum calcium ion transport (GO:0070296),1/9,1,9,0.109495040713884,1,0,0,8.68055555555556,19.2003126825988,ATP2A2
beta,3,regulation of endothelial cell differentiation (GO:0045601),1/9,1,9,0.109495040713884,1,0,0,8.68055555555556,19.2003126825988,ZEB1
beta,3,mature B cell differentiation involved in immune response (GO:0002313),1/9,1,9,0.109495040713884,1,0,0,8.68055555555556,19.2003126825988,GPR183
beta,3,establishment of Golgi localization (GO:0051683),1/9,1,9,0.109495040713884,1,0,0,8.68055555555556,19.2003126825988,ARHGAP21
beta,3,positive regulation of nitric-oxide synthase biosynthetic process (GO:0051770),1/9,1,9,0.109495040713884,1,0,0,8.68055555555556,19.2003126825988,NAMPT
beta,3,L-fucose catabolic process (GO:0042355),1/9,1,9,0.109495040713884,1,0,0,8.68055555555556,19.2003126825988,FUT5
beta,3,positive regulation of long-term synaptic potentiation (GO:1900273),1/9,1,9,0.109495040713884,1,0,0,8.68055555555556,19.2003126825988,EIF2AK4
beta,3,nuclear migration (GO:0007097),1/9,1,9,0.109495040713884,1,0,0,8.68055555555556,19.2003126825988,SUN2
beta,3,Cdc42 protein signal transduction (GO:0032488),1/9,1,9,0.109495040713884,1,0,0,8.68055555555556,19.2003126825988,RHOQ
beta,3,negative regulation of mRNA 3'-end processing (GO:0031441),1/9,1,9,0.109495040713884,1,0,0,8.68055555555556,19.2003126825988,BARD1
beta,3,somatic recombination of immunoglobulin genes involved in immune response (GO:0002204),1/9,1,9,0.109495040713884,1,0,0,8.68055555555556,19.2003126825988,LIG4
beta,3,small nucleolar ribonucleoprotein complex assembly (GO:0000491),1/9,1,9,0.109495040713884,1,0,0,8.68055555555556,19.2003126825988,SHQ1
beta,3,central nervous system neuron development (GO:0021954),1/9,1,9,0.109495040713884,1,0,0,8.68055555555556,19.2003126825988,MAPT
beta,3,establishment of viral latency (GO:0019043),1/9,1,9,0.109495040713884,1,0,0,8.68055555555556,19.2003126825988,LIG4
beta,3,L-ascorbic acid metabolic process (GO:0019852),1/9,1,9,0.109495040713884,1,0,0,8.68055555555556,19.2003126825988,SLC2A1
beta,3,protein polyglutamylation (GO:0018095),1/9,1,9,0.109495040713884,1,0,0,8.68055555555556,19.2003126825988,TTLL4
beta,3,peptidyl-amino acid modification (GO:0018193),1/9,1,9,0.109495040713884,1,0,0,8.68055555555556,19.2003126825988,TTLL4
beta,3,negative regulation of protein sumoylation (GO:0033234),1/9,1,9,0.109495040713884,1,0,0,8.68055555555556,19.2003126825988,CTNNB1
beta,3,negative regulation of heterotypic cell-cell adhesion (GO:0034115),1/9,1,9,0.109495040713884,1,0,0,8.68055555555556,19.2003126825988,KLF4
beta,3,regulation of cell-cell adhesion involved in gastrulation (GO:0070587),1/9,1,9,0.109495040713884,1,0,0,8.68055555555556,19.2003126825988,KLF4
beta,3,negative regulation of vascular endothelial growth factor receptor signaling pathway (GO:0030948),1/9,1,9,0.109495040713884,1,0,0,8.68055555555556,19.2003126825988,NEDD4
beta,3,endothelial cell chemotaxis (GO:0035767),1/9,1,9,0.109495040713884,1,0,0,8.68055555555556,19.2003126825988,VEGFA
beta,3,fucose catabolic process (GO:0019317),1/9,1,9,0.109495040713884,1,0,0,8.68055555555556,19.2003126825988,FUT5
beta,3,regulation of homotypic cell-cell adhesion (GO:0034110),1/9,1,9,0.109495040713884,1,0,0,8.68055555555556,19.2003126825988,RDX
beta,3,negative regulation of transcription by competitive promoter binding (GO:0010944),1/9,1,9,0.109495040713884,1,0,0,8.68055555555556,19.2003126825988,CREB1
beta,3,axonal transport of mitochondrion (GO:0019896),1/9,1,9,0.109495040713884,1,0,0,8.68055555555556,19.2003126825988,MAPT
beta,3,regulation of nephron tubule epithelial cell differentiation (GO:0072182),1/9,1,9,0.109495040713884,1,0,0,8.68055555555556,19.2003126825988,CTNNB1
beta,3,histone H3-K4 trimethylation (GO:0080182),1/9,1,9,0.109495040713884,1,0,0,8.68055555555556,19.2003126825988,BEND3
beta,3,double-strand break repair (GO:0006302),4/142,4,142,0.109616931357318,1,0,0,2.20070422535211,4.86523642872428,BARD1;MDC1;EME2;LIG4
beta,3,regulation of cell cycle process (GO:0010564),3/91,3,91,0.111414761666771,1,0,0,2.57554945054945,5.65203154995016,FLCN;SETD2;RAB11FIP4
beta,3,cell-matrix adhesion (GO:0007160),3/91,3,91,0.111414761666771,1,0,0,2.57554945054945,5.65203154995016,ADAM15;TESK2;WHAMM
beta,3,regulation of cytokine-mediated signaling pathway (GO:0001959),3/91,3,91,0.111414761666771,1,0,0,2.57554945054945,5.65203154995016,HSP90AB1;VRK2;BIRC2
beta,3,regulation of focal adhesion assembly (GO:0051893),2/45,2,45,0.113008754752816,1,0,0,3.47222222222222,7.57045134577168,PHLDB2;VEGFA
beta,3,adherens junction organization (GO:0034332),2/45,2,45,0.113008754752816,1,0,0,3.47222222222222,7.57045134577168,CDH6;CTNNB1
beta,3,amide biosynthetic process (GO:0043604),2/45,2,45,0.113008754752816,1,0,0,3.47222222222222,7.57045134577168,ARG2;ALOXE3
beta,3,hexose biosynthetic process (GO:0019319),2/45,2,45,0.113008754752816,1,0,0,3.47222222222222,7.57045134577168,TPI1;PPARGC1A
beta,3,positive regulation of macroautophagy (GO:0016239),2/45,2,45,0.113008754752816,1,0,0,3.47222222222222,7.57045134577168,EPM2A;BNIP3L
beta,3,positive regulation of intracellular transport (GO:0032388),2/45,2,45,0.113008754752816,1,0,0,3.47222222222222,7.57045134577168,RUFY3;NEDD4
beta,3,regulation of smooth muscle cell proliferation (GO:0048660),2/45,2,45,0.113008754752816,1,0,0,3.47222222222222,7.57045134577168,CTNNB1;IL6R
beta,3,microtubule cytoskeleton organization involved in mitosis (GO:1902850),2/45,2,45,0.113008754752816,1,0,0,3.47222222222222,7.57045134577168,SUN2;SETD2
beta,3,metaphase plate congression (GO:0051310),2/45,2,45,0.113008754752816,1,0,0,3.47222222222222,7.57045134577168,PSRC1;VPS4A
beta,3,regulation of cell migration (GO:0030334),7/317,7,317,0.113742930917848,1,0,0,1.72515772870662,3.75017265921125,FLCN;SUN2;ADAM15;RUFY3;RDX;SULF1;VEGFA
beta,3,lipid transport (GO:0006869),3/92,3,92,0.114141259641605,1,0,0,2.54755434782609,5.5290042747952,NCOA1;CHKA;TRIAP1
beta,3,positive regulation of cellular protein metabolic process (GO:0032270),3/92,3,92,0.114141259641605,1,0,0,2.54755434782609,5.5290042747952,PERP;RDX;KLF4
beta,3,protein polymerization (GO:0051258),2/46,2,46,0.117191162028117,1,0,0,3.39673913043478,7.28243483015985,GPX4;MAPT
beta,3,nucleus organization (GO:0006997),2/46,2,46,0.117191162028117,1,0,0,3.39673913043478,7.28243483015985,SUN2;VPS4A
beta,3,negative regulation of response to cytokine stimulus (GO:0060761),1/10,1,10,0.120898617793195,1,0,0,7.8125,16.5062730786871,KLF4
beta,3,induction of positive chemotaxis (GO:0050930),1/10,1,10,0.120898617793195,1,0,0,7.8125,16.5062730786871,VEGFA
beta,3,glomerular filtration (GO:0003094),1/10,1,10,0.120898617793195,1,0,0,7.8125,16.5062730786871,SULF1
beta,3,regulation of chromatin organization (GO:1902275),1/10,1,10,0.120898617793195,1,0,0,7.8125,16.5062730786871,TLK1
beta,3,ganglion development (GO:0061548),1/10,1,10,0.120898617793195,1,0,0,7.8125,16.5062730786871,CTNNB1
beta,3,negative regulation of sodium ion transmembrane transport (GO:1902306),1/10,1,10,0.120898617793195,1,0,0,7.8125,16.5062730786871,NEDD4
beta,3,cellular response to thyroid hormone stimulus (GO:0097067),1/10,1,10,0.120898617793195,1,0,0,7.8125,16.5062730786871,RDX
beta,3,regulation of myeloid leukocyte differentiation (GO:0002761),1/10,1,10,0.120898617793195,1,0,0,7.8125,16.5062730786871,CEBPB
beta,3,positive regulation of cytoplasmic transport (GO:1903651),1/10,1,10,0.120898617793195,1,0,0,7.8125,16.5062730786871,RDX
beta,3,cellular biogenic amine metabolic process (GO:0006576),1/10,1,10,0.120898617793195,1,0,0,7.8125,16.5062730786871,AMD1
beta,3,response to laminar fluid shear stress (GO:0034616),1/10,1,10,0.120898617793195,1,0,0,7.8125,16.5062730786871,KLF4
beta,3,L-glutamate transport (GO:0015813),1/10,1,10,0.120898617793195,1,0,0,7.8125,16.5062730786871,SLC1A1
beta,3,hair cell differentiation (GO:0035315),1/10,1,10,0.120898617793195,1,0,0,7.8125,16.5062730786871,CTNNB1
beta,3,ESCRT III complex disassembly (GO:1904903),1/10,1,10,0.120898617793195,1,0,0,7.8125,16.5062730786871,VPS4A
beta,3,negative regulation of inclusion body assembly (GO:0090084),1/10,1,10,0.120898617793195,1,0,0,7.8125,16.5062730786871,DNAJB2
beta,3,regulation of amyloid-beta clearance (GO:1900221),1/10,1,10,0.120898617793195,1,0,0,7.8125,16.5062730786871,SRF
beta,3,"regulation of DNA-templated transcription, initiation (GO:2000142)",1/10,1,10,0.120898617793195,1,0,0,7.8125,16.5062730786871,CTNNB1
beta,3,astrocyte development (GO:0014002),1/10,1,10,0.120898617793195,1,0,0,7.8125,16.5062730786871,MAPT
beta,3,peptidyl-lysine dimethylation (GO:0018027),1/10,1,10,0.120898617793195,1,0,0,7.8125,16.5062730786871,SETD2
beta,3,T cell chemotaxis (GO:0010818),1/10,1,10,0.120898617793195,1,0,0,7.8125,16.5062730786871,GPR183
beta,3,regulation of urine volume (GO:0035809),1/10,1,10,0.120898617793195,1,0,0,7.8125,16.5062730786871,ADM
beta,3,glycoprotein catabolic process (GO:0006516),1/10,1,10,0.120898617793195,1,0,0,7.8125,16.5062730786871,STT3B
beta,3,actin filament depolymerization (GO:0030042),1/10,1,10,0.120898617793195,1,0,0,7.8125,16.5062730786871,DSTN
beta,3,negative regulation of reproductive process (GO:2000242),1/10,1,10,0.120898617793195,1,0,0,7.8125,16.5062730786871,SULF1
beta,3,virion attachment to host cell (GO:0019062),1/10,1,10,0.120898617793195,1,0,0,7.8125,16.5062730786871,HSP90AB1
beta,3,endosomal vesicle fusion (GO:0034058),1/10,1,10,0.120898617793195,1,0,0,7.8125,16.5062730786871,VPS4A
beta,3,sympathetic ganglion development (GO:0061549),1/10,1,10,0.120898617793195,1,0,0,7.8125,16.5062730786871,CTNNB1
beta,3,negative regulation by host of viral process (GO:0044793),1/10,1,10,0.120898617793195,1,0,0,7.8125,16.5062730786871,EIF2AK4
beta,3,actin filament-based transport (GO:0099515),1/10,1,10,0.120898617793195,1,0,0,7.8125,16.5062730786871,SUN2
beta,3,negative regulation of sodium ion transmembrane transporter activity (GO:2000650),1/10,1,10,0.120898617793195,1,0,0,7.8125,16.5062730786871,NEDD4
beta,3,ESCRT complex disassembly (GO:1904896),1/10,1,10,0.120898617793195,1,0,0,7.8125,16.5062730786871,VPS4A
beta,3,regulation of mRNA 3'-end processing (GO:0031440),1/10,1,10,0.120898617793195,1,0,0,7.8125,16.5062730786871,BARD1
beta,3,cellular response to leucine starvation (GO:1990253),1/10,1,10,0.120898617793195,1,0,0,7.8125,16.5062730786871,EIF2AK4
beta,3,protein kinase A signaling (GO:0010737),1/10,1,10,0.120898617793195,1,0,0,7.8125,16.5062730786871,RDX
beta,3,negative regulation of homotypic cell-cell adhesion (GO:0034111),1/10,1,10,0.120898617793195,1,0,0,7.8125,16.5062730786871,RDX
beta,3,Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation (GO:1904953),1/10,1,10,0.120898617793195,1,0,0,7.8125,16.5062730786871,CTNNB1
beta,3,endothelial tube morphogenesis (GO:0061154),1/10,1,10,0.120898617793195,1,0,0,7.8125,16.5062730786871,CTNNB1
beta,3,response to histamine (GO:0034776),1/10,1,10,0.120898617793195,1,0,0,7.8125,16.5062730786871,GABRB3
beta,3,intracellular cholesterol transport (GO:0032367),1/10,1,10,0.120898617793195,1,0,0,7.8125,16.5062730786871,VPS4A
beta,3,nucleocytoplasmic transport (GO:0006913),2/47,2,47,0.121412089721609,1,0,0,3.32446808510638,7.00985644770568,ATXN1;RSRC1
beta,3,regulation of G1/S transition of mitotic cell cycle (GO:2000045),2/47,2,47,0.121412089721609,1,0,0,3.32446808510638,7.00985644770568,RDX;KLF4
beta,3,regulation of fibroblast proliferation (GO:0048145),2/47,2,47,0.121412089721609,1,0,0,3.32446808510638,7.00985644770568,LIG4;CTNNB1
beta,3,icosanoid metabolic process (GO:0006690),2/47,2,47,0.121412089721609,1,0,0,3.32446808510638,7.00985644770568,GPX4;ALOXE3
beta,3,aminoglycan biosynthetic process (GO:0006023),2/47,2,47,0.121412089721609,1,0,0,3.32446808510638,7.00985644770568,EXT1;UGDH
beta,3,positive regulation of organelle assembly (GO:1902117),2/48,2,48,0.125669876748691,1,0,0,3.25520833333333,6.75161730504297,CNOT6L;CEP120
beta,3,cellular response to heat (GO:0034605),2/48,2,48,0.125669876748691,1,0,0,3.25520833333333,6.75161730504297,HYOU1;MAPT
beta,3,positive regulation of signal transduction (GO:0009967),5/207,5,207,0.127384685852481,1,0,0,1.88707729468599,3.88840532214081,UNC13B;RIMS2;DEPDC1B;SULF1;VEGFA
