celltype,cluster,Term,Overlap,n.hit,n.tot,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
beta,1,negative regulation of protein localization to cell periphery (GO:1904376),1/19,1,19,0.169927940963184,0.396038019588992,0,0,5.39811066126856,9.56750773808447,MRAP2
beta,1,posttranscriptional gene silencing by RNA (GO:0035194),1/19,1,19,0.169927940963184,0.396038019588992,0,0,5.39811066126856,9.56750773808447,NRDE2
beta,1,positive regulation of pri-miRNA transcription from RNA polymerase II promoter (GO:1902895),1/19,1,19,0.169927940963184,0.396038019588992,0,0,5.39811066126856,9.56750773808447,FOS
beta,1,positive regulation of epithelial cell differentiation (GO:0030858),1/19,1,19,0.169927940963184,0.396038019588992,0,0,5.39811066126856,9.56750773808447,ATOH8
beta,1,cellular polysaccharide biosynthetic process (GO:0033692),1/19,1,19,0.169927940963184,0.396038019588992,0,0,5.39811066126856,9.56750773808447,NDST3
beta,1,purine ribonucleotide catabolic process (GO:0009154),1/19,1,19,0.169927940963184,0.396038019588992,0,0,5.39811066126856,9.56750773808447,PDE4B
beta,1,positive regulation of interleukin-2 production (GO:0032743),1/20,1,20,0.178028827720883,0.39871039541656,0,0,5.12820512820513,8.85030660674357,PDE4B
beta,1,covalent chromatin modification (GO:0016569),1/20,1,20,0.178028827720883,0.39871039541656,0,0,5.12820512820513,8.85030660674357,ZFP64
beta,1,regulation of toll-like receptor signaling pathway (GO:0034121),1/20,1,20,0.178028827720883,0.39871039541656,0,0,5.12820512820513,8.85030660674357,TLR5
beta,1,negative regulation of macromolecule biosynthetic process (GO:0010558),1/20,1,20,0.178028827720883,0.39871039541656,0,0,5.12820512820513,8.85030660674357,APBB1
beta,1,embryonic digestive tract development (GO:0048566),1/20,1,20,0.178028827720883,0.39871039541656,0,0,5.12820512820513,8.85030660674357,ID2
beta,1,negative regulation of cyclase activity (GO:0031280),1/20,1,20,0.178028827720883,0.39871039541656,0,0,5.12820512820513,8.85030660674357,LTB4R2
beta,1,calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules (GO:0016338),1/20,1,20,0.178028827720883,0.39871039541656,0,0,5.12820512820513,8.85030660674357,CLDN9
beta,1,heparan sulfate proteoglycan metabolic process (GO:0030201),1/20,1,20,0.178028827720883,0.39871039541656,0,0,5.12820512820513,8.85030660674357,NDST3
beta,1,axon extension (GO:0048675),1/20,1,20,0.178028827720883,0.39871039541656,0,0,5.12820512820513,8.85030660674357,SLIT1
beta,1,androgen metabolic process (GO:0008209),1/20,1,20,0.178028827720883,0.39871039541656,0,0,5.12820512820513,8.85030660674357,WNT4
beta,1,negative regulation of adenylate cyclase activity (GO:0007194),1/20,1,20,0.178028827720883,0.39871039541656,0,0,5.12820512820513,8.85030660674357,LTB4R2
beta,1,chondroitin sulfate biosynthetic process (GO:0030206),1/20,1,20,0.178028827720883,0.39871039541656,0,0,5.12820512820513,8.85030660674357,CHST3
beta,1,glial cell development (GO:0021782),1/20,1,20,0.178028827720883,0.39871039541656,0,0,5.12820512820513,8.85030660674357,EIF2B2
beta,1,growth hormone receptor signaling pathway (GO:0060396),1/20,1,20,0.178028827720883,0.39871039541656,0,0,5.12820512820513,8.85030660674357,GHR
beta,1,regulation of transport (GO:0051049),1/20,1,20,0.178028827720883,0.39871039541656,0,0,5.12820512820513,8.85030660674357,YRDC
beta,1,fibroblast growth factor receptor signaling pathway (GO:0008543),2/79,2,79,0.179979157938279,0.400989833748498,0,0,2.59655955858488,4.45287692055254,FIBP;FGF18
beta,1,extracellular matrix disassembly (GO:0022617),2/79,2,79,0.179979157938279,0.400989833748498,0,0,2.59655955858488,4.45287692055254,ADAMTS5;HPN
beta,1,positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus (GO:1901522),1/21,1,21,0.186051057359254,0.403032517201406,0,0,4.88400488400488,8.21359775827217,SMAD9
beta,1,non-motile cilium assembly (GO:1905515),1/21,1,21,0.186051057359254,0.403032517201406,0,0,4.88400488400488,8.21359775827217,C2CD3
beta,1,regulation of interleukin-2 production (GO:0032663),1/21,1,21,0.186051057359254,0.403032517201406,0,0,4.88400488400488,8.21359775827217,PDE4B
beta,1,viral budding via host ESCRT complex (GO:0039702),1/21,1,21,0.186051057359254,0.403032517201406,0,0,4.88400488400488,8.21359775827217,VPS37C
beta,1,cortical actin cytoskeleton organization (GO:0030866),1/21,1,21,0.186051057359254,0.403032517201406,0,0,4.88400488400488,8.21359775827217,WIPF1
beta,1,energy reserve metabolic process (GO:0006112),1/21,1,21,0.186051057359254,0.403032517201406,0,0,4.88400488400488,8.21359775827217,MRAP2
beta,1,cellular protein complex localization (GO:0034629),1/21,1,21,0.186051057359254,0.403032517201406,0,0,4.88400488400488,8.21359775827217,EXOC3
beta,1,negative regulation of cAMP biosynthetic process (GO:0030818),1/21,1,21,0.186051057359254,0.403032517201406,0,0,4.88400488400488,8.21359775827217,LTB4R2
beta,1,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator (GO:0042771),1/21,1,21,0.186051057359254,0.403032517201406,0,0,4.88400488400488,8.21359775827217,TP73
beta,1,protein O-linked glycosylation via threonine (GO:0018243),1/21,1,21,0.186051057359254,0.403032517201406,0,0,4.88400488400488,8.21359775827217,GALNT12
beta,1,hepaticobiliary system development (GO:0061008),1/21,1,21,0.186051057359254,0.403032517201406,0,0,4.88400488400488,8.21359775827217,WNT4
beta,1,positive regulation of binding (GO:0051099),2/82,2,82,0.190513505744413,0.404061536321179,0,0,2.50156347717323,4.14767277206323,GPSM1;PON1
beta,1,STAT cascade (GO:0097696),1/22,1,22,0.193995389740415,0.404061536321179,0,0,4.66200466200466,7.64531880851212,GHR
beta,1,branched-chain amino acid metabolic process (GO:0009081),1/22,1,22,0.193995389740415,0.404061536321179,0,0,4.66200466200466,7.64531880851212,GHR
beta,1,positive regulation of protein autophosphorylation (GO:0031954),1/22,1,22,0.193995389740415,0.404061536321179,0,0,4.66200466200466,7.64531880851212,ACE
beta,1,protein O-linked glycosylation via serine (GO:0018242),1/22,1,22,0.193995389740415,0.404061536321179,0,0,4.66200466200466,7.64531880851212,GALNT12
beta,1,cellular response to nerve growth factor stimulus (GO:1990090),1/22,1,22,0.193995389740415,0.404061536321179,0,0,4.66200466200466,7.64531880851212,NTRK1
beta,1,peptidyl-S-diacylglycerol-L-cysteine biosynthetic process from peptidyl-cysteine (GO:0018231),1/22,1,22,0.193995389740415,0.404061536321179,0,0,4.66200466200466,7.64531880851212,ZDHHC22
beta,1,peptidyl-L-cysteine S-palmitoylation (GO:0018230),1/22,1,22,0.193995389740415,0.404061536321179,0,0,4.66200466200466,7.64531880851212,ZDHHC22
beta,1,hematopoietic progenitor cell differentiation (GO:0002244),1/22,1,22,0.193995389740415,0.404061536321179,0,0,4.66200466200466,7.64531880851212,ACE
beta,1,inner ear morphogenesis (GO:0042472),1/22,1,22,0.193995389740415,0.404061536321179,0,0,4.66200466200466,7.64531880851212,HPN
beta,1,negative regulation of nervous system development (GO:0051961),1/22,1,22,0.193995389740415,0.404061536321179,0,0,4.66200466200466,7.64531880851212,SLIT1
beta,1,negative regulation of GTPase activity (GO:0034260),1/22,1,22,0.193995389740415,0.404061536321179,0,0,4.66200466200466,7.64531880851212,GPSM1
beta,1,negative regulation of lyase activity (GO:0051350),1/22,1,22,0.193995389740415,0.404061536321179,0,0,4.66200466200466,7.64531880851212,LTB4R2
beta,1,sulfur amino acid metabolic process (GO:0000096),1/22,1,22,0.193995389740415,0.404061536321179,0,0,4.66200466200466,7.64531880851212,BHMT2
beta,1,phosphatidylglycerol metabolic process (GO:0046471),1/22,1,22,0.193995389740415,0.404061536321179,0,0,4.66200466200466,7.64531880851212,LPCAT1
beta,1,positive regulation of cell cycle arrest (GO:0071158),2/83,2,83,0.19404350523331,0.404061536321179,0,0,2.47142415817115,4.05232719500767,ID2;TP73
beta,1,negative regulation of endopeptidase activity (GO:0010951),2/84,2,84,0.19758192993019,0.410435893091699,0,0,2.44200244200244,3.95995591104195,CST3;SERPINB1
beta,1,cellular response to catecholamine stimulus (GO:0071870),1/23,1,23,0.201862577343833,0.413337658370706,0,0,4.45930880713489,7.13564380502097,PDE4B
beta,1,microtubule polymerization or depolymerization (GO:0031109),1/23,1,23,0.201862577343833,0.413337658370706,0,0,4.45930880713489,7.13564380502097,TPPP3
beta,1,melanosome organization (GO:0032438),1/23,1,23,0.201862577343833,0.413337658370706,0,0,4.45930880713489,7.13564380502097,SNAPIN
beta,1,regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0010880),1/23,1,23,0.201862577343833,0.413337658370706,0,0,4.45930880713489,7.13564380502097,SRI
beta,1,viral budding (GO:0046755),1/23,1,23,0.201862577343833,0.413337658370706,0,0,4.45930880713489,7.13564380502097,VPS37C
beta,1,regulation of ion homeostasis (GO:2000021),1/23,1,23,0.201862577343833,0.413337658370706,0,0,4.45930880713489,7.13564380502097,CORIN
beta,1,positive regulation of protein complex assembly (GO:0031334),2/89,2,89,0.215383359263909,0.430730191989781,0,0,2.30481129357534,3.53865922739586,TPPP3;TTBK1
beta,1,negative regulation of protein localization to membrane (GO:1905476),1/25,1,25,0.217368492236704,0.430730191989781,0,0,4.1025641025641,6.26117433728144,MRAP2
beta,1,receptor clustering (GO:0043113),1/25,1,25,0.217368492236704,0.430730191989781,0,0,4.1025641025641,6.26117433728144,AGRN
beta,1,regulation of neuronal synaptic plasticity (GO:0048168),1/25,1,25,0.217368492236704,0.430730191989781,0,0,4.1025641025641,6.26117433728144,SHISA6
beta,1,positive regulation of endopeptidase activity (GO:0010950),1/25,1,25,0.217368492236704,0.430730191989781,0,0,4.1025641025641,6.26117433728144,TTBK1
beta,1,mRNA splice site selection (GO:0006376),1/25,1,25,0.217368492236704,0.430730191989781,0,0,4.1025641025641,6.26117433728144,SRSF12
beta,1,mammary gland development (GO:0030879),1/25,1,25,0.217368492236704,0.430730191989781,0,0,4.1025641025641,6.26117433728144,WNT4
beta,1,"protein alpha-1,2-demannosylation (GO:0036508)",1/25,1,25,0.217368492236704,0.430730191989781,0,0,4.1025641025641,6.26117433728144,EDEM3
beta,1,proteoglycan biosynthetic process (GO:0030166),1/25,1,25,0.217368492236704,0.430730191989781,0,0,4.1025641025641,6.26117433728144,NDST3
beta,1,cellular senescence (GO:0090398),1/25,1,25,0.217368492236704,0.430730191989781,0,0,4.1025641025641,6.26117433728144,ID2
beta,1,negative regulation of endothelial cell apoptotic process (GO:2000352),1/25,1,25,0.217368492236704,0.430730191989781,0,0,4.1025641025641,6.26117433728144,NDNF
beta,1,regulation of AMPA receptor activity (GO:2000311),1/25,1,25,0.217368492236704,0.430730191989781,0,0,4.1025641025641,6.26117433728144,SHISA6
beta,1,regulation of cell cycle G1/S phase transition (GO:1902806),1/25,1,25,0.217368492236704,0.430730191989781,0,0,4.1025641025641,6.26117433728144,ID2
beta,1,cAMP metabolic process (GO:0046058),1/25,1,25,0.217368492236704,0.430730191989781,0,0,4.1025641025641,6.26117433728144,PDE4B
beta,1,"negative regulation of gene expression, epigenetic (GO:0045814)",1/26,1,26,0.225008688680216,0.437799711006756,0,0,3.94477317554241,5.88408781525362,H2AFY2
beta,1,potassium ion homeostasis (GO:0055075),1/26,1,26,0.225008688680216,0.437799711006756,0,0,3.94477317554241,5.88408781525362,KCNH2
beta,1,neutral amino acid transport (GO:0015804),1/26,1,26,0.225008688680216,0.437799711006756,0,0,3.94477317554241,5.88408781525362,SLC7A8
beta,1,regulation of ryanodine-sensitive calcium-release channel activity (GO:0060314),1/26,1,26,0.225008688680216,0.437799711006756,0,0,3.94477317554241,5.88408781525362,SRI
beta,1,peptide catabolic process (GO:0043171),1/26,1,26,0.225008688680216,0.437799711006756,0,0,3.94477317554241,5.88408781525362,ACE
beta,1,chondroitin sulfate proteoglycan biosynthetic process (GO:0050650),1/26,1,26,0.225008688680216,0.437799711006756,0,0,3.94477317554241,5.88408781525362,CHST3
beta,1,positive regulation of embryonic development (GO:0040019),1/26,1,26,0.225008688680216,0.437799711006756,0,0,3.94477317554241,5.88408781525362,WNT4
beta,1,positive regulation of interleukin-1 beta secretion (GO:0050718),1/26,1,26,0.225008688680216,0.437799711006756,0,0,3.94477317554241,5.88408781525362,GSDMD
beta,1,phospholipase C-activating G-protein coupled receptor signaling pathway (GO:0007200),2/92,2,92,0.226134870335908,0.438627683724652,0,0,2.22965440356745,3.31465704862713,LTB4R2;LTB4R
beta,1,regulation of transcription involved in G1/S transition of mitotic cell cycle (GO:0000083),1/27,1,27,0.232574678812141,0.438627683724652,0,0,3.79867046533713,5.54052765939654,ID2
beta,1,positive regulation of cyclin-dependent protein kinase activity (GO:1904031),1/27,1,27,0.232574678812141,0.438627683724652,0,0,3.79867046533713,5.54052765939654,TTBK1
beta,1,positive regulation of synapse assembly (GO:0051965),1/27,1,27,0.232574678812141,0.438627683724652,0,0,3.79867046533713,5.54052765939654,AGRN
beta,1,regulation of muscle contraction (GO:0006937),1/27,1,27,0.232574678812141,0.438627683724652,0,0,3.79867046533713,5.54052765939654,SRI
beta,1,response to gamma radiation (GO:0010332),1/27,1,27,0.232574678812141,0.438627683724652,0,0,3.79867046533713,5.54052765939654,TP73
beta,1,monovalent inorganic cation homeostasis (GO:0055067),1/27,1,27,0.232574678812141,0.438627683724652,0,0,3.79867046533713,5.54052765939654,KCNH2
beta,1,nucleotide biosynthetic process (GO:0009165),1/27,1,27,0.232574678812141,0.438627683724652,0,0,3.79867046533713,5.54052765939654,RRM1
beta,1,regulation of pri-miRNA transcription from RNA polymerase II promoter (GO:1902893),1/27,1,27,0.232574678812141,0.438627683724652,0,0,3.79867046533713,5.54052765939654,FOS
beta,1,phosphatidylethanolamine acyl-chain remodeling (GO:0036152),1/27,1,27,0.232574678812141,0.438627683724652,0,0,3.79867046533713,5.54052765939654,PLBD1
beta,1,positive regulation of release of cytochrome c from mitochondria (GO:0090200),1/27,1,27,0.232574678812141,0.438627683724652,0,0,3.79867046533713,5.54052765939654,CIDEB
beta,1,GPI anchor metabolic process (GO:0006505),1/27,1,27,0.232574678812141,0.438627683724652,0,0,3.79867046533713,5.54052765939654,MPPE1
beta,1,negative chemotaxis (GO:0050919),1/27,1,27,0.232574678812141,0.438627683724652,0,0,3.79867046533713,5.54052765939654,SLIT1
beta,1,tRNA methylation (GO:0030488),1/27,1,27,0.232574678812141,0.438627683724652,0,0,3.79867046533713,5.54052765939654,THUMPD3
beta,1,axon development (GO:0061564),2/95,2,95,0.236924795077231,0.44294239755937,0,0,2.15924426450742,3.10933874991201,SLIT1;APBB1
beta,1,cellular response to fibroblast growth factor stimulus (GO:0044344),2/95,2,95,0.236924795077231,0.44294239755937,0,0,2.15924426450742,3.10933874991201,FIBP;FGF18
beta,1,respiratory electron transport chain (GO:0022904),2/95,2,95,0.236924795077231,0.44294239755937,0,0,2.15924426450742,3.10933874991201,ETFDH;NDUFS2
beta,1,microtubule polymerization (GO:0046785),1/28,1,28,0.240067179653283,0.44294239755937,0,0,3.66300366300366,5.22650725123476,TPPP3
beta,1,peptidyl-glutamic acid modification (GO:0018200),1/28,1,28,0.240067179653283,0.44294239755937,0,0,3.66300366300366,5.22650725123476,CEP41
beta,1,endocytic recycling (GO:0032456),1/28,1,28,0.240067179653283,0.44294239755937,0,0,3.66300366300366,5.22650725123476,EHD3
beta,1,cardiac muscle cell development (GO:0055013),1/28,1,28,0.240067179653283,0.44294239755937,0,0,3.66300366300366,5.22650725123476,SORBS2
beta,1,modulation by host of viral transcription (GO:0043921),1/28,1,28,0.240067179653283,0.44294239755937,0,0,3.66300366300366,5.22650725123476,HPN
beta,1,regulation of blood vessel diameter (GO:0097746),1/28,1,28,0.240067179653283,0.44294239755937,0,0,3.66300366300366,5.22650725123476,ACE
beta,1,protein localization to chromosome (GO:0034502),1/28,1,28,0.240067179653283,0.44294239755937,0,0,3.66300366300366,5.22650725123476,RAD21
beta,1,regulation of heart contraction (GO:0008016),2/96,2,96,0.240528022860728,0.44294239755937,0,0,2.13675213675214,3.04469802789044,SRI;CORIN
beta,1,regulation of cell death (GO:0010941),2/97,2,97,0.244133872744703,0.442991251069546,0,0,2.1147237642083,2.98184202031694,IMPACT;CIDEB
beta,1,neuron projection extension (GO:1990138),1/29,1,29,0.247486901424419,0.442991251069546,0,0,3.53669319186561,4.93862996255205,IMPACT
beta,1,cellular response to hydrogen peroxide (GO:0070301),1/29,1,29,0.247486901424419,0.442991251069546,0,0,3.53669319186561,4.93862996255205,IMPACT
beta,1,negative regulation of JNK cascade (GO:0046329),1/29,1,29,0.247486901424419,0.442991251069546,0,0,3.53669319186561,4.93862996255205,TP73
beta,1,antigen processing and presentation of peptide antigen via MHC class I (GO:0002474),1/29,1,29,0.247486901424419,0.442991251069546,0,0,3.53669319186561,4.93862996255205,ACE
beta,1,calcium ion import (GO:0070509),1/29,1,29,0.247486901424419,0.442991251069546,0,0,3.53669319186561,4.93862996255205,NALCN
beta,1,regulation of adenylate cyclase activity (GO:0045761),1/29,1,29,0.247486901424419,0.442991251069546,0,0,3.53669319186561,4.93862996255205,LTB4R2
beta,1,positive regulation of protein tyrosine kinase activity (GO:0061098),1/29,1,29,0.247486901424419,0.442991251069546,0,0,3.53669319186561,4.93862996255205,ACE
beta,1,regulation of cell morphogenesis (GO:0022604),1/29,1,29,0.247486901424419,0.442991251069546,0,0,3.53669319186561,4.93862996255205,ZMYM3
beta,1,transcription elongation from RNA polymerase I promoter (GO:0006362),1/29,1,29,0.247486901424419,0.442991251069546,0,0,3.53669319186561,4.93862996255205,POLR1B
beta,1,cell morphogenesis involved in neuron differentiation (GO:0048667),2/98,2,98,0.247741953327786,0.442991251069546,0,0,2.09314495028781,2.92070661496462,SLIT1;APBB1
beta,1,cellular response to organonitrogen compound (GO:0071417),2/98,2,98,0.247741953327786,0.442991251069546,0,0,2.09314495028781,2.92070661496462,EGR1;IMPACT
beta,1,negative regulation of cell motility (GO:2000146),2/98,2,98,0.247741953327786,0.442991251069546,0,0,2.09314495028781,2.92070661496462,DPYSL3;SRGAP3
beta,1,phosphatidylinositol biosynthetic process (GO:0006661),2/99,2,99,0.25135188048349,0.442991251069546,0,0,2.07200207200207,2.86123057723462,VAC14;MPPE1
beta,1,regulation of striated muscle contraction (GO:0006942),1/30,1,30,0.254834547411389,0.442991251069546,0,0,3.41880341880342,4.67398556611353,SRI
beta,1,cellular response to cadmium ion (GO:0071276),1/30,1,30,0.254834547411389,0.442991251069546,0,0,3.41880341880342,4.67398556611353,FOS
beta,1,regulation of keratinocyte differentiation (GO:0045616),1/30,1,30,0.254834547411389,0.442991251069546,0,0,3.41880341880342,4.67398556611353,H2AFY2
beta,1,negative regulation of epithelial cell apoptotic process (GO:1904036),1/30,1,30,0.254834547411389,0.442991251069546,0,0,3.41880341880342,4.67398556611353,NDNF
beta,1,cardiac muscle cell action potential (GO:0086001),1/30,1,30,0.254834547411389,0.442991251069546,0,0,3.41880341880342,4.67398556611353,KCNH2
beta,1,regulation of vasoconstriction (GO:0019229),1/30,1,30,0.254834547411389,0.442991251069546,0,0,3.41880341880342,4.67398556611353,ACE
beta,1,MyD88-dependent toll-like receptor signaling pathway (GO:0002755),1/30,1,30,0.254834547411389,0.442991251069546,0,0,3.41880341880342,4.67398556611353,TLR5
beta,1,amino acid transmembrane transport (GO:0003333),1/30,1,30,0.254834547411389,0.442991251069546,0,0,3.41880341880342,4.67398556611353,SLC7A8
beta,1,positive regulation of interleukin-1 secretion (GO:0050716),1/30,1,30,0.254834547411389,0.442991251069546,0,0,3.41880341880342,4.67398556611353,GSDMD
beta,1,carbohydrate derivative biosynthetic process (GO:1901137),1/30,1,30,0.254834547411389,0.442991251069546,0,0,3.41880341880342,4.67398556611353,RRM1
beta,1,lysosome localization (GO:0032418),1/30,1,30,0.254834547411389,0.442991251069546,0,0,3.41880341880342,4.67398556611353,SNAPIN
beta,1,glycosaminoglycan biosynthetic process (GO:0006024),2/100,2,100,0.254963277350062,0.442991251069546,0,0,2.05128205128205,2.8033553940228,AGRN;CHST3
beta,1,cellular response to transforming growth factor beta stimulus (GO:0071560),2/101,2,101,0.258575774086677,0.442991251069546,0,0,2.03097232800203,2.74702512933987,FOS;WNT4
beta,1,regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900739),1/31,1,31,0.262110814213566,0.442991251069546,0,0,3.3085194375517,4.43006752564992,TP73
beta,1,regulation of developmental growth (GO:0048638),1/31,1,31,0.262110814213566,0.442991251069546,0,0,3.3085194375517,4.43006752564992,GHR
beta,1,smoothened signaling pathway (GO:0007224),1/31,1,31,0.262110814213566,0.442991251069546,0,0,3.3085194375517,4.43006752564992,CC2D2A
beta,1,negative regulation of cation channel activity (GO:2001258),1/31,1,31,0.262110814213566,0.442991251069546,0,0,3.3085194375517,4.43006752564992,SRI
beta,1,negative regulation of endothelial cell proliferation (GO:0001937),1/31,1,31,0.262110814213566,0.442991251069546,0,0,3.3085194375517,4.43006752564992,ATOH8
beta,1,replication fork processing (GO:0031297),1/31,1,31,0.262110814213566,0.442991251069546,0,0,3.3085194375517,4.43006752564992,BHLHE40
beta,1,aminoglycan metabolic process (GO:0006022),1/31,1,31,0.262110814213566,0.442991251069546,0,0,3.3085194375517,4.43006752564992,AGRN
beta,1,positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900740),1/31,1,31,0.262110814213566,0.442991251069546,0,0,3.3085194375517,4.43006752564992,TP73
beta,1,negative regulation of secretion by cell (GO:1903531),1/31,1,31,0.262110814213566,0.442991251069546,0,0,3.3085194375517,4.43006752564992,RSAD2
beta,1,multivesicular body assembly (GO:0036258),1/31,1,31,0.262110814213566,0.442991251069546,0,0,3.3085194375517,4.43006752564992,VPS37C
beta,1,protein palmitoylation (GO:0018345),1/31,1,31,0.262110814213566,0.442991251069546,0,0,3.3085194375517,4.43006752564992,ZDHHC22
beta,1,regulation of cation transmembrane transport (GO:1904062),1/31,1,31,0.262110814213566,0.442991251069546,0,0,3.3085194375517,4.43006752564992,KCNH2
beta,1,regulation of ARF protein signal transduction (GO:0032012),1/31,1,31,0.262110814213566,0.442991251069546,0,0,3.3085194375517,4.43006752564992,AGAP3
beta,1,regulation of kinase activity (GO:0043549),2/102,2,102,0.262189007900464,0.442991251069546,0,0,2.01106083459025,2.69218628679282,NTRK1;VAC14
beta,1,intrinsic apoptotic signaling pathway (GO:0097193),2/102,2,102,0.262189007900464,0.442991251069546,0,0,2.01106083459025,2.69218628679282,CIDEB;TP73
beta,1,response to cadmium ion (GO:0046686),1/32,1,32,0.269316391663975,0.445407878521189,0,0,3.20512820512821,4.2047064530298,FOS
beta,1,alpha-amino acid metabolic process (GO:1901605),1/32,1,32,0.269316391663975,0.445407878521189,0,0,3.20512820512821,4.2047064530298,GHR
beta,1,nucleobase-containing small molecule interconversion (GO:0015949),1/32,1,32,0.269316391663975,0.445407878521189,0,0,3.20512820512821,4.2047064530298,RRM1
beta,1,regulation of protein tyrosine kinase activity (GO:0061097),1/32,1,32,0.269316391663975,0.445407878521189,0,0,3.20512820512821,4.2047064530298,ACE
beta,1,termination of RNA polymerase I transcription (GO:0006363),1/32,1,32,0.269316391663975,0.445407878521189,0,0,3.20512820512821,4.2047064530298,POLR1B
beta,1,liver development (GO:0001889),1/32,1,32,0.269316391663975,0.445407878521189,0,0,3.20512820512821,4.2047064530298,WNT4
beta,1,positive regulation of bone mineralization (GO:0030501),1/32,1,32,0.269316391663975,0.445407878521189,0,0,3.20512820512821,4.2047064530298,WNT4
beta,1,anterograde axonal transport (GO:0008089),1/32,1,32,0.269316391663975,0.445407878521189,0,0,3.20512820512821,4.2047064530298,SNAPIN
beta,1,multivesicular body organization (GO:0036257),1/32,1,32,0.269316391663975,0.445407878521189,0,0,3.20512820512821,4.2047064530298,VPS37C
beta,1,positive regulation of viral genome replication (GO:0045070),1/32,1,32,0.269316391663975,0.445407878521189,0,0,3.20512820512821,4.2047064530298,PPIE
beta,1,regulation of protein autophosphorylation (GO:0031952),1/32,1,32,0.269316391663975,0.445407878521189,0,0,3.20512820512821,4.2047064530298,IMPACT
beta,1,negative regulation of calcium ion transmembrane transporter activity (GO:1901020),1/33,1,33,0.276451963043268,0.449430412508904,0,0,3.10800310800311,3.99601617816737,SRI
beta,1,regulation of glutamate receptor signaling pathway (GO:1900449),1/33,1,33,0.276451963043268,0.449430412508904,0,0,3.10800310800311,3.99601617816737,SHISA6
beta,1,phosphatidylcholine biosynthetic process (GO:0006656),1/33,1,33,0.276451963043268,0.449430412508904,0,0,3.10800310800311,3.99601617816737,LPCAT1
beta,1,mismatch repair (GO:0006298),1/33,1,33,0.276451963043268,0.449430412508904,0,0,3.10800310800311,3.99601617816737,TP73
beta,1,microtubule bundle formation (GO:0001578),1/33,1,33,0.276451963043268,0.449430412508904,0,0,3.10800310800311,3.99601617816737,TPPP3
beta,1,regulation of potassium ion transmembrane transport (GO:1901379),1/33,1,33,0.276451963043268,0.449430412508904,0,0,3.10800310800311,3.99601617816737,KCNH2
beta,1,negative regulation of receptor activity (GO:2000272),1/33,1,33,0.276451963043268,0.449430412508904,0,0,3.10800310800311,3.99601617816737,SRI
beta,1,aminoglycan catabolic process (GO:0006026),1/33,1,33,0.276451963043268,0.449430412508904,0,0,3.10800310800311,3.99601617816737,AGRN
beta,1,GPI anchor biosynthetic process (GO:0006506),1/33,1,33,0.276451963043268,0.449430412508904,0,0,3.10800310800311,3.99601617816737,MPPE1
beta,1,positive regulation of biomineral tissue development (GO:0070169),1/34,1,34,0.283518204986958,0.451244749018767,0,0,3.01659125188537,3.8023497518989,WNT4
beta,1,transcription from RNA polymerase I promoter (GO:0006360),1/34,1,34,0.283518204986958,0.451244749018767,0,0,3.01659125188537,3.8023497518989,POLR1B
beta,1,activation of MAPKK activity (GO:0000186),1/34,1,34,0.283518204986958,0.451244749018767,0,0,3.01659125188537,3.8023497518989,NTRK1
beta,1,oligosaccharide biosynthetic process (GO:0009312),1/34,1,34,0.283518204986958,0.451244749018767,0,0,3.01659125188537,3.8023497518989,GALNT12
beta,1,stem cell differentiation (GO:0048863),1/34,1,34,0.283518204986958,0.451244749018767,0,0,3.01659125188537,3.8023497518989,ACE
beta,1,regulation of cell-substrate adhesion (GO:0010810),1/34,1,34,0.283518204986958,0.451244749018767,0,0,3.01659125188537,3.8023497518989,NDNF
beta,1,platelet aggregation (GO:0070527),1/34,1,34,0.283518204986958,0.451244749018767,0,0,3.01659125188537,3.8023497518989,FIBP
beta,1,cellular response to glucose starvation (GO:0042149),1/34,1,34,0.283518204986958,0.451244749018767,0,0,3.01659125188537,3.8023497518989,IMPACT
beta,1,embryonic organ morphogenesis (GO:0048562),1/34,1,34,0.283518204986958,0.451244749018767,0,0,3.01659125188537,3.8023497518989,ID2
beta,1,mRNA stabilization (GO:0048255),1/34,1,34,0.283518204986958,0.451244749018767,0,0,3.01659125188537,3.8023497518989,ANGEL2
beta,1,transcription initiation from RNA polymerase I promoter (GO:0006361),1/34,1,34,0.283518204986958,0.451244749018767,0,0,3.01659125188537,3.8023497518989,POLR1B
beta,1,regulation of protein secretion (GO:0050708),2/108,2,108,0.283864429324597,0.451244749018767,0,0,1.89933523266857,2.39175406709844,RSAD2;KCNA5
beta,1,"DNA-templated transcription, elongation (GO:0006354)",2/109,2,109,0.28747323139042,0.45446135844809,0,0,1.88191013879087,2.3460372266042,POLR1B;MLLT1
beta,1,monocarboxylic acid metabolic process (GO:0032787),2/109,2,109,0.28747323139042,0.45446135844809,0,0,1.88191013879087,2.3460372266042,GHR;ACOT11
beta,1,negative regulation of hydrolase activity (GO:0051346),2/109,2,109,0.28747323139042,0.45446135844809,0,0,1.88191013879087,2.3460372266042,GPSM1;CST3
