peak,gene_transcript,pval,odds,FDR,padj.Bonferroni,FDR.BY,percent_open_state1,percent_open_state2
chr17:7142693-7143320,PHF23_31926,0.170182226569109,1.48910562587245,0.371386451089758,1,1,6.90376569037657,4.74137931034483
chr17:7145067-7146753,GABARAP_31932,0.120942550080325,0.562142357053481,0.31102009438516,1,1,2.71966527196653,4.74137931034483
chr17:7154899-7156197,CTDNEP1_31938,0.000860088563496605,0.385720102449754,0.0325494481146073,1,0.33634053584445,5.02092050209205,12.0689655172414
chr17:71639050-71639917,SDK2_35634,0.332951354165119,0.602985499936224,0.493370496833402,1,1,1.04602510460251,1.72413793103448
chr17:7164310-7165370,CLDN7_31959,0.284480286588383,0.74117947040407,0.473685479125408,1,1,3.55648535564854,4.74137931034483
chr17:7165592-7166132,CLDN7_31960,0.170230447245755,0.58409270210384,0.371386451089758,1,1,2.30125523012552,3.87931034482759
chr17:7183869-7185089,SLC2A4_31966,0.607599858019684,0.970351965901944,0.634399246723481,1,1,1.25523012552301,1.29310344827586
chr17:7197736-7198473,YBX2_31970,0.0801973593220362,0.287268376297985,0.259929029879483,1,1,0.627615062761506,2.1551724137931
chr17:7210091-7211387,EIF5A_31971,0.509988733876146,1.09551002039352,0.58797939474216,1,1,3.76569037656904,3.44827586206897
chr17:7212106-7212563,EIF5A_31979,0.0928571003987652,0.24002572315334,0.277694829615704,1,1,0.418410041841004,1.72413793103448
chr17:7218151-7219013,GPS2_31982,0.022315357180117,0.330506865403006,0.13746373494021,1,1,1.46443514644351,4.31034482758621
chr17:72199505-72200210,RPL38_35636,0.185154267090273,0.547587494841183,0.389459256703176,1,1,1.67364016736402,3.01724137931035
chr17:72209115-72209900,TTYH2_35642,0.132158937554704,0.594406867405246,0.327776197956528,1,1,3.13807531380753,5.17241379310345
chr17:72270025-72271077,DNAI2_35645,0.0413971238412751,Inf,0.181736399426313,1,1,1.67364016736402,0
chr17:72322076-72322881,KIF19_35650,0.313145550283135,1.95583391353107,0.489695100790592,1,1,1.67364016736402,0.862068965517241
chr17:7232272-7233861,NEURL4_31987,0.00134784422812198,0.313982737603718,0.037142620809548,1,0.3838027895823,2.71966527196653,8.18965517241379
chr17:72357197-72358187,BTBD17_35653,0.483949643265171,1.46113769935094,0.579081888353006,1,1,1.25523012552301,0.862068965517241
chr17:72426394-72427570,GPRC5C_35656,0.249061054408368,0.826018618198957,0.441015337689661,1,1,11.2970711297071,13.3620689655172
chr17:72427825-72428589,GPRC5C_35657,0.0280761433521751,0.492654507141536,0.154746089373518,1,1,3.97489539748954,7.75862068965517
chr17:7253458-7253827,ACAP1_31994,0.0277160230846144,Inf,0.15418817080994,1,1,1.88284518828452,0
chr17:7254612-7255827,ACAP1_31997,0.213153566381817,0.697689335189142,0.412190844358025,1,1,3.97489539748954,5.60344827586207
chr17:7257689-7258079,TMEM95_31999,0.00306492703106236,0.15693237804955,0.0557694991313871,1,0.576278379761822,0.627615062761506,3.87931034482759
chr17:72588803-72589053,CD300LD_35674,0.106462186376368,0,0.291807171266993,1,1,0,0.862068965517241
chr17:72667325-72667816,RAB37_35680,0.250216212048413,0.241620084714337,0.441015337689661,1,1,0.209205020920502,0.862068965517241
chr17:72732614-72733470,RAB37_35689,0.395698539302089,0.483720399046096,0.530044996719409,1,1,0.418410041841004,0.862068965517241
chr17:72744423-72745383,SLC9A3R1_35695,0.0185698780709037,0.553517774963002,0.125640837644475,1,1,7.32217573221757,12.5
chr17:72758476-72758708,SLC9A3R1_35697,0.106462186376368,0,0.291807171266993,1,1,0,0.862068965517241
chr17:72770188-72770388,NAT9_35698,0.106462186376368,0,0.291807171266993,1,1,0,0.862068965517241
chr17:72772212-72772938,NAT9_35699,0.433226905609084,0.845045232934128,0.550655704320309,1,1,2.92887029288703,3.44827586206897
chr17:7283659-7283930,TNK1_32002,0.306191038983036,0.482633190267713,0.485433050962816,1,1,0.627615062761506,1.29310344827586
chr17:7284189-7285023,TNK1_32002,0.306191038983036,0.482633190267713,0.485433050962816,1,1,0.627615062761506,1.29310344827586
chr17:72868966-72869776,FDXR_35720,0.493446841397374,1.05171782873468,0.583367276974343,1,1,8.57740585774059,8.18965517241379
chr17:72889464-72889921,FADS6_35730,0.547058940384195,0.484803044732663,0.596298391498867,1,1,0.209205020920502,0.431034482758621
chr17:72919241-72919954,USH1G_35731,0.204592440364582,Inf,0.401230930069186,1,1,0.836820083682008,0
chr17:72920689-72920999,OTOP2_35732,0.673239436619718,Inf,0.680455251127239,1,1,0.209205020920502,0
chr17:72968040-72969113,HID1_35736,0.0170822111963965,0.485280804991998,0.119869592017091,1,1,4.60251046025105,9.05172413793103
chr17:7297487-7298488,TMEM256-PLSCR3_32007,0.209497013552993,0.740053610005588,0.407356615536225,1,1,5.85774058577406,7.75862068965517
chr17:72983410-72984554,CDR2L_35739,0.509988733876146,1.09551002039352,0.58797939474216,1,1,3.76569037656904,3.44827586206897
chr17:73008021-73009253,ICT1_35740,0.0786366395846015,0.474892488685297,0.258834688837846,1,1,2.09205020920502,4.31034482758621
chr17:73028509-73028805,KCTD2_35742,0.42267247739293,0.724897909453716,0.550655704320309,1,1,1.25523012552301,1.72413793103448
chr17:73042550-73043780,ATP5H_35743,0.0170822111963965,0.485280804991998,0.119869592017091,1,1,4.60251046025105,9.05172413793103
chr17:7307053-7308494,TMEM256_32014,0.0528849672035112,0.629643635364231,0.209128294920026,1,1,7.94979079497908,12.0689655172414
chr17:73083618-73084484,SLC16A5_35746,0.204592440364582,Inf,0.401230930069186,1,1,0.836820083682008,0
chr17:73105803-73106206,ARMC7_35754,0.198369669323402,0.480444966898333,0.401230930069186,1,1,1.04602510460251,2.1551724137931
chr17:73126858-73128074,NT5C_35758,0.024012750877341,0.466916400948271,0.141719576569861,1,1,3.55648535564854,7.32758620689655
chr17:73150150-73151017,HN1_35765,0.34137047724316,0.813015651041251,0.499155255531707,1,1,4.60251046025105,5.60344827586207
chr17:73178357-73179425,SUMO2_35774,0.565589224163141,1.02010320297685,0.609624478637147,1,1,4.39330543933054,4.31034482758621
chr17:73201048-73201960,NUP85_35777,0.155701809657563,0.606636365185618,0.355307560125819,1,1,2.92887029288703,4.74137931034483
chr17:73234786-73235096,GGA3_35789,0.547058940384195,0.484803044732663,0.596298391498867,1,1,0.209205020920502,0.431034482758621
chr17:73256941-73258323,GGA3_35791,0.198185211123397,0.713990277799028,0.401230930069186,1,1,5.02092050209205,6.89655172413793
chr17:73266275-73267996,MIF4GD_35804,0.0201580738149144,0.487615284354095,0.130452304346862,1,1,4.39330543933054,8.62068965517242
chr17:73284908-73286210,SLC25A19_35818,0.132568327357252,0.734567043741425,0.328319693628601,1,1,9.8326359832636,12.9310344827586
chr17:7338460-7338847,TMEM102_32023,0.589170897793675,0.970225754158339,0.622349402168418,1,1,1.67364016736402,1.72413793103448
chr17:73389553-73390278,GRB2_35830,0.14392648989232,0.66895289087573,0.340098512401995,1,1,5.02092050209205,7.32758620689655
chr17:73401163-73402327,GRB2_35834,0.0280761433521751,0.492654507141536,0.154746089373518,1,1,3.97489539748954,7.75862068965517
chr17:73452190-73452855,KIAA0195_35838,0.0811029265165496,0.566604772904631,0.260821393847549,1,1,3.76569037656904,6.46551724137931
chr17:73453181-73453627,KIAA0195_35839,0.452941059615805,Inf,0.561482929803171,1,1,0.418410041841004,0
chr17:73472433-73472754,KIAA0195_35844,0.673239436619718,Inf,0.680455251127239,1,1,0.209205020920502,0
chr17:7348439-7349285,CHRNB1_32030,0.250216212048413,0.241620084714337,0.441015337689661,1,1,0.209205020920502,0.862068965517241
chr17:73511511-73512967,CASKIN2_35851,0.00367732226841903,0.418691413398426,0.0597547555424739,1,0.617458902149263,4.60251046025105,10.3448275862069
chr17:73520969-73522283,LLGL2_35857,0.0298047658441423,0.568926850223479,0.159700301303905,1,1,6.69456066945607,11.2068965517241
chr17:73527461-73528515,LLGL2_35863,0.0415404281972968,0.119864833466232,0.181736399426313,1,1,0.209205020920502,1.72413793103448
chr17:73538217-73538612,LLGL2_35864,0.199524069690901,0.321295038265793,0.401230930069186,1,1,0.418410041841004,1.29310344827586
chr17:73538748-73539476,LLGL2_35864,0.199524069690901,0.321295038265793,0.401230930069186,1,1,0.418410041841004,1.29310344827586
chr17:7358726-7360013,CHRNB1_32035,0.289847728748274,0.641549757644817,0.478376267694047,1,1,1.67364016736402,2.58620689655172
chr17:73606266-73606466,MYO15B_35871,0.250216212048413,0.241620084714337,0.441015337689661,1,1,0.209205020920502,0.862068965517241
chr17:73606467-73607098,MYO15B_35871,0.250216212048413,0.241620084714337,0.441015337689661,1,1,0.209205020920502,0.862068965517241
chr17:73629041-73629602,SMIM5_35874,0.433908353322692,0.858303610806409,0.550655704320309,1,1,3.34728033472803,3.87931034482759
chr17:73629706-73630317,SMIM5_35874,0.433908353322692,0.858303610806409,0.550655704320309,1,1,3.34728033472803,3.87931034482759
chr17:73631757-73632304,SMIM5_35875,0.585854109283092,1.21529771531387,0.621127011359483,1,1,1.04602510460251,0.862068965517241
chr17:73641572-73642794,SMIM6_35877,0.206512266275473,1.3091346742485,0.403782254601839,1,1,10.4602510460251,8.18965517241379
chr17:73663093-73663764,RECQL5_35880,0.0260446547070473,0.392306806266245,0.148287314397059,1,1,2.09205020920502,5.17241379310345
chr17:73716967-73717991,ITGB4_35892,0.0112022697888814,0,0.100581461886954,1,1,0,1.72413793103448
chr17:73749700-73750297,ITGB4_35899,0.363373240927197,2.43933424784036,0.512356566605167,1,1,1.04602510460251,0.431034482758621
chr17:73760762-73761629,GALK1_35902,0.223403975574442,0.560264571037413,0.422404120355883,1,1,1.46443514644351,2.58620689655172
chr17:73775129-73776242,H3F3B_35905,0.013692138770791,0.561445136418862,0.109849018487931,1,1,8.78661087866109,14.6551724137931
chr17:73780570-73781425,UNK_35912,0.222824549574669,0.769733970878822,0.422404120355883,1,1,7.11297071129707,9.05172413793103
chr17:7382060-7383153,ZBTB4_32036,0.495983048329349,0.898759087315421,0.583369729388353,1,1,2.71966527196653,3.01724137931035
chr17:73841271-73841679,UNC13D_35922,0.00713544966337365,0.20960074793895,0.0805777480476399,1,0.832627418445228,0.836820083682008,3.87931034482759
chr17:73851299-73852125,WBP2_35924,0.00449393898376417,0.438264011026538,0.0667975064968289,1,0.690233181500062,5.02092050209205,10.7758620689655
chr17:7387141-7388485,ZBTB4_32038,0.0510773013001985,0.60149126434246,0.204748197105116,1,1,6.48535564853557,10.3448275862069
chr17:73873312-73873623,TRIM47_35934,0.604301460697911,1.4582263426516,0.633138868755015,1,1,0.627615062761506,0.431034482758621
chr17:73873873-73875069,TRIM47_35935,0.403098213636837,1.22233962465246,0.538452347142264,1,1,4.18410041841004,3.44827586206897
chr17:73892397-73893287,TRIM65_35939,0.0143435158470771,0.438972842410516,0.111763338890771,1,1,3.55648535564854,7.75862068965517
chr17:73900758-73901626,MRPL38_35942,0.0173050040218124,0.576107441078195,0.119884566200087,1,1,8.99581589958159,14.6551724137931
chr17:73936936-73937500,FBF1_35946,0.166155833832806,0.682788384673223,0.366081214032407,1,1,4.81171548117155,6.89655172413793
chr17:73974985-73976194,ACOX1_35952,0.00454263338357585,0.45509179591313,0.0668841822324509,1,0.691128820752107,5.64853556485356,11.6379310344828
chr17:73996034-73996817,CDK3_35962,0.104733884794738,0.160468880776145,0.291807171266993,1,1,0.209205020920502,1.29310344827586
chr17:74023335-74023758,EVPL_35967,0.673239436619718,Inf,0.680455251127239,1,1,0.209205020920502,0
chr17:74068266-74069135,SRP68_35970,0.166441050315713,0.635340934186095,0.366081214032407,1,1,3.34728033472803,5.17241379310345
chr17:74099381-74100274,EXOC7_35977,0.332951354165119,0.602985499936224,0.493370496833402,1,1,1.04602510460251,1.72413793103448
chr17:74117019-74118373,EXOC7_35987,0.244305114020375,0.481541389325045,0.441015337689661,1,1,0.836820083682008,1.72413793103448
chr17:74137101-74137629,FOXJ1_35988,0.00306211451175753,0.212887751327232,0.0557694991313871,1,0.576278379761822,1.04602510460251,4.74137931034483
chr17:74235726-74236121,RNF157_35991,0.134812304676,0.478238139062291,0.330087392422492,1,1,1.46443514644351,3.01724137931035
chr17:74236281-74237181,RNF157_35991,0.134812304676,0.478238139062291,0.330087392422492,1,1,1.46443514644351,3.01724137931035
chr17:74260859-74261530,UBALD2_35994,0.0158346696458942,0.548891144715022,0.117374213541008,1,1,7.53138075313808,12.9310344827586
chr17:74349061-74349305,PRPSAP1_36000,3.94074078530424e-06,0.185673140942072,0.00311544330728838,0.0680053637319953,0.0321925541618058,2.09205020920502,10.3448275862069
chr17:74349307-74350692,PRPSAP1_36000,3.94074078530424e-06,0.185673140942072,0.00311544330728838,0.0680053637319953,0.0321925541618058,2.09205020920502,10.3448275862069
chr17:74379159-74379649,SPHK1_36007,5.65723445653025e-07,0.135467875669624,0.00115688915013729,0.00976268950163425,0.0119543875306195,1.46443514644351,9.91379310344828
chr17:74379928-74381634,SPHK1_36007,5.65723445653025e-07,0.135467875669624,0.00115688915013729,0.00976268950163425,0.0119543875306195,1.46443514644351,9.91379310344828
chr17:74381870-74382202,SPHK1_36013,0.547058940384195,0.484803044732663,0.596298391498867,1,1,0.209205020920502,0.431034482758621
chr17:74448539-74449636,UBE2O_36016,0.183597942156111,0.621078443643106,0.389451735057676,1,1,2.71966527196653,4.31034482758621
chr17:74489017-74489622,RHBDF2_36023,0.569707373286532,1.06927791736011,0.610496779732097,1,1,2.30125523012552,2.1551724137931
chr17:74497172-74497796,RHBDF2_36026,0.246408351968868,0.717721099409527,0.441015337689661,1,1,3.76569037656904,5.17241379310345
chr17:7452033-7453018,TNFSF12_32041,0.490902277375383,1.29887936700357,0.582235373084988,1,1,1.67364016736402,1.29310344827586
chr17:74536654-74537290,PRCD_36038,0.0389125869143154,0.432390708237954,0.18027235231687,1,1,2.30125523012552,5.17241379310345
chr17:74546779-74547426,CYGB_36039,0.526481519042881,0.726635398602433,0.591502540586795,1,1,0.627615062761506,0.862068965517241
chr17:74581596-74582432,ST6GALNAC2_36041,0.589170897793675,0.970225754158339,0.622349402168418,1,1,1.67364016736402,1.72413793103448
chr17:7461312-7461844,TNFSF13_32044,0.223403975574442,0.560264571037413,0.422404120355883,1,1,1.46443514644351,2.58620689655172
chr17:7464923-7465403,SENP3_32052,0.241894608420508,0.617250684830573,0.441015337689661,1,1,1.88284518828452,3.01724137931035
chr17:74684327-74684527,MXRA7_36045,0.673239436619718,Inf,0.680455251127239,1,1,0.209205020920502,0
chr17:74705107-74706087,MXRA7_36048,0.166155833832806,0.682788384673223,0.366081214032407,1,1,4.81171548117155,6.89655172413793
chr17:74706954-74707348,MXRA7_36049,0.154249585501181,0.53779760815097,0.353927017284123,1,1,1.88284518828452,3.44827586206897
chr17:74721973-74723432,JMJD6_36052,0.108181486852151,0.702181046855439,0.292862210946872,1,1,8.78661087866109,12.0689655172414
chr17:74732377-74734247,MFSD11_36069,0.00068081442332747,0.450892139742993,0.0290226525752735,1,0.299897389486432,8.57740585774059,17.2413793103448
chr17:7475668-7476693,EIF4A1_32057,0.000340451945421013,0.416377510716357,0.0222706829538605,1,0.230127816974008,7.53138075313808,16.3793103448276
chr17:7476767-7477365,EIF4A1_32067,0.0469686027185936,0.471503612078774,0.193737430554021,1,1,2.71966527196653,5.60344827586207
chr17:7482418-7483064,CD68_32072,0.0389125869143154,0.432390708237954,0.18027235231687,1,1,2.30125523012552,5.17241379310345
chr17:74864270-74864867,MGAT5B_36085,0.289847728748274,0.641549757644817,0.478376267694047,1,1,1.67364016736402,2.58620689655172
chr17:7486730-7487559,MPDU1_32076,0.433908353322692,0.858303610806409,0.550655704320309,1,1,3.34728033472803,3.87931034482759
chr17:7492570-7493005,SOX15_32084,0.516050356734829,0.807177946642256,0.589118392858922,1,1,1.04602510460251,1.29310344827586
chr17:75084502-75085139,SEC14L1_36089,0.0128274363830136,0.282769190848148,0.106271276841894,1,1,1.25523012552301,4.31034482758621
chr17:75136313-75137336,SEC14L1_36094,0.00750107309280877,0.458693967764941,0.0817209711885107,1,0.844440592125973,5.02092050209205,10.3448275862069
chr17:75177008-75177208,SEC14L1_36101,0.326760563380282,0,0.491922449817109,1,1,0,0.431034482758621
chr17:7517776-7518793,SHBG_32088,0.0430986159201192,0.611711386352644,0.185289689819008,1,1,7.74058577405858,12.0689655172414
chr17:75181216-75181623,SEC14L1_36102,0.452941059615805,Inf,0.561482929803171,1,1,0.418410041841004,0
chr17:75187288-75187664,SEC14L1_36103,0.673239436619718,Inf,0.680455251127239,1,1,0.209205020920502,0
chr17:75276988-75277861,SEPT9_36106,0.0585026346841817,0.340347390108099,0.219045338846805,1,1,1.04602510460251,3.01724137931035
chr17:7530557-7530757,SAT2_32097,0.0165861746230726,0.352385135967358,0.119635089714954,1,1,1.88284518828452,5.17241379310345
chr17:7530783-7531459,SAT2_32097,0.0165861746230726,0.352385135967358,0.119635089714954,1,1,1.88284518828452,5.17241379310345
chr17:75315395-75315674,SEPT9_36111,0.604301460697911,1.4582263426516,0.633138868755015,1,1,0.627615062761506,0.431034482758621
chr17:75318880-75319439,SEPT9_36115,0.547058940384195,0.484803044732663,0.596298391498867,1,1,0.209205020920502,0.431034482758621
chr17:75368552-75369435,SEPT9_36116,0.547058940384195,0.484803044732663,0.596298391498867,1,1,0.209205020920502,0.431034482758621
chr17:75369445-75369645,SEPT9_36116,0.547058940384195,0.484803044732663,0.596298391498867,1,1,0.209205020920502,0.431034482758621
chr17:75369852-75370701,SEPT9_36117,0.104733884794738,0.160468880776145,0.291807171266993,1,1,0.209205020920502,1.29310344827586
chr17:75447270-75447749,SEPT9_36127,0.104733884794738,0.160468880776145,0.291807171266993,1,1,0.209205020920502,1.29310344827586
chr17:7553647-7554398,ATP1B2_32110,0.367277694927413,0.757391183444731,0.51655347851364,1,1,2.30125523012552,3.01724137931035
chr17:7554736-7555597,ATP1B2_32110,0.367277694927413,0.757391183444731,0.51655347851364,1,1,2.30125523012552,3.01724137931035
chr17:7589277-7590097,WRAP53_32116,0.433226905609084,0.845045232934128,0.550655704320309,1,1,2.92887029288703,3.44827586206897
chr17:7590467-7590996,TP53_32118,0.223403975574442,0.560264571037413,0.422404120355883,1,1,1.46443514644351,2.58620689655172
chr17:7591345-7591884,TP53_32126,0.313447996948072,0.721355752562539,0.489695100790592,1,1,2.51046025104603,3.44827586206897
chr17:76036876-76037429,TNRC6C_36146,0.673239436619718,Inf,0.680455251127239,1,1,0.209205020920502,0
chr17:7608035-7608667,EFNB3_32129,0.332951354165119,0.602985499936224,0.493370496833402,1,1,1.04602510460251,1.72413793103448
chr17:76124117-76125351,TMC6_36151,0.526481519042881,0.726635398602433,0.591502540586795,1,1,0.627615062761506,0.862068965517241
chr17:76164427-76165195,SYNGR2_36166,0.289847728748274,0.641549757644817,0.478376267694047,1,1,1.67364016736402,2.58620689655172
chr17:76165411-76165792,SYNGR2_36171,0.585854109283092,1.21529771531387,0.621127011359483,1,1,1.04602510460251,0.862068965517241
chr17:76182859-76183566,TK1_36172,0.495983048329349,0.898759087315421,0.583369729388353,1,1,2.71966527196653,3.01724137931035
chr17:7620195-7621564,DNAH2_32130,0.136854444947797,1.81588560934735,0.331390685411048,1,1,4.60251046025105,2.58620689655172
chr17:76210116-76210476,BIRC5_36186,0.150845929894561,3.92611814142451,0.349870957309619,1,1,1.67364016736402,0.431034482758621
chr17:7623435-7623770,DNAH2_32132,0.204592440364582,Inf,0.401230930069186,1,1,0.836820083682008,0
chr17:76354972-76356589,SOCS3_36199,0.526789276599551,0.969039611487717,0.591502540586795,1,1,5.43933054393306,5.60344827586207
chr17:76374058-76375440,PGS1_36201,0.395698539302089,0.483720399046096,0.530044996719409,1,1,0.418410041841004,0.862068965517241
chr17:767038-767574,NXN_31353,0.395698539302089,0.483720399046096,0.530044996719409,1,1,0.418410041841004,0.862068965517241
chr17:76712902-76714377,CYTH1_36212,0.567904219654098,1.05297321644474,0.609624478637147,1,1,2.71966527196653,2.58620689655172
chr17:76719067-76719867,CYTH1_36213,0.636626759072803,0.970477113081819,0.660947417959293,1,1,0.836820083682008,0.862068965517241
chr17:76732816-76733173,CYTH1_36217,0.106462186376368,0,0.291807171266993,1,1,0,0.862068965517241
chr17:76778180-76778899,CYTH1_36218,0.0160126036295931,0.405010691848029,0.117374213541008,1,1,2.71966527196653,6.46551724137931
chr17:76834727-76834934,USP36_36226,0.363373240927197,2.43933424784036,0.512356566605167,1,1,1.04602510460251,0.431034482758621
chr17:76836339-76837606,USP36_36227,0.059850784724135,0.672643269193694,0.22211127038566,1,1,10.6694560669456,15.0862068965517
chr17:76869697-76869986,TIMP2_36235,0.0928571003987652,0.24002572315334,0.277694829615704,1,1,0.418410041841004,1.72413793103448
chr17:76899102-76900049,DDC8_36237,0.134812304676,0.478238139062291,0.330087392422492,1,1,1.46443514644351,3.01724137931035
chr17:76921153-76921697,TIMP2_36240,0.414145890716909,0.644575443338184,0.546818334820328,1,1,0.836820083682008,1.29310344827586
chr17:76975801-76976442,LGALS3BP_36242,0.303246124464037,0.687180074918774,0.485433050962816,1,1,2.09205020920502,3.01724137931035
chr17:77005607-77006386,CANT1_36248,0.0801973593220362,0.287268376297985,0.259929029879483,1,1,0.627615062761506,2.1551724137931
chr17:77020103-77020779,C1QTNF1_36260,0.414145890716909,0.644575443338184,0.546818334820328,1,1,0.836820083682008,1.29310344827586
chr17:77070645-77071497,ENGASE_36270,0.0237884110424008,0.490066407827764,0.141362468787435,1,1,4.18410041841004,8.18965517241379
chr17:77179293-77180294,RBFOX3_36275,0.516050356734829,0.807177946642256,0.589118392858922,1,1,1.04602510460251,1.29310344827586
chr17:7747889-7748426,KDM6B_32137,0.0396691881353456,0.47036423484547,0.181015906639696,1,1,2.92887029288703,6.03448275862069
chr17:7760229-7761425,LSMD1_32140,0.14392648989232,0.66895289087573,0.340098512401995,1,1,5.02092050209205,7.32758620689655
chr17:77751461-77752383,CBX2_36285,0.199524069690901,0.321295038265793,0.401230930069186,1,1,0.418410041841004,1.29310344827586
chr17:77752410-77752610,CBX2_36285,0.199524069690901,0.321295038265793,0.401230930069186,1,1,0.418410041841004,1.29310344827586
chr17:77770552-77771691,CBX8_36287,0.430438581941294,0.917705446282467,0.550655704320309,1,1,8.36820083682008,9.05172413793103
chr17:77811125-77811383,CBX4_36290,0.395698539302089,0.483720399046096,0.530044996719409,1,1,0.418410041841004,0.862068965517241
chr17:77812457-77813748,CBX4_36291,0.0143435158470771,0.438972842410516,0.111763338890771,1,1,3.55648535564854,7.75862068965517
chr17:7788576-7789014,CHD3_32149,0.348951372286501,0.675115193222037,0.505825605337937,1,1,1.46443514644351,2.1551724137931
chr17:7792413-7792808,CHD3_32151,0.57732752260707,1.13426128192005,0.614579054816496,1,1,1.46443514644351,1.29310344827586
chr17:77925092-77925914,TBC1D16_36293,0.516050356734829,0.807177946642256,0.589118392858922,1,1,1.04602510460251,1.29310344827586
chr17:77967172-77967761,TBC1D16_36300,0.547058940384195,0.484803044732663,0.596298391498867,1,1,0.209205020920502,0.431034482758621
chr17:78009412-78011100,TBC1D16_36301,0.0283700106617494,0.468070661630671,0.155534420591868,1,1,3.34728033472803,6.89655172413793
chr17:78074889-78075603,GAA_36309,0.000589684191860321,0.198437389880669,0.0273553228465956,1,0.28266850829624,1.25523012552301,6.03448275862069
chr17:78075779-78076391,GAA_36309,0.000589684191860321,0.198437389880669,0.0273553228465956,1,0.28266850829624,1.25523012552301,6.03448275862069
chr17:78120827-78121960,EIF4A3_36313,0.00117669333936735,0.320399286412744,0.0351318286461285,1,0.363024836256179,2.92887029288703,8.62068965517242
chr17:78193463-78193663,SLC26A11_36323,0.022315357180117,0.330506865403006,0.13746373494021,1,1,1.46443514644351,4.31034482758621
chr17:78193747-78194955,SLC26A11_36323,0.022315357180117,0.330506865403006,0.13746373494021,1,1,1.46443514644351,4.31034482758621
chr17:78195402-78195602,SLC26A11_36336,0.473518480957119,1.94777320153957,0.573185446189411,1,1,0.836820083682008,0.431034482758621
chr17:78233898-78235451,RNF213_36339,0.0396691881353456,0.47036423484547,0.181015906639696,1,1,2.92887029288703,6.03448275862069
chr17:7834980-7835940,TRAPPC1_32159,0.509988733876146,1.09551002039352,0.58797939474216,1,1,3.76569037656904,3.44827586206897
chr17:7836318-7836621,CNTROB_32169,0.304519695447914,Inf,0.485433050962816,1,1,0.627615062761506,0
chr17:78388518-78389438,ENDOV_36345,0.00487877699081875,0.354147520385012,0.0693273298610589,1,0.7163743972565,2.71966527196653,7.32758620689655
chr17:78449933-78450477,NPTX1_36364,0.250216212048413,0.241620084714337,0.441015337689661,1,1,0.209205020920502,0.862068965517241
chr17:78518430-78519180,RPTOR_36365,0.414145890716909,0.644575443338184,0.546818334820328,1,1,0.836820083682008,1.29310344827586
chr17:78965405-78966398,CHMP6_36370,0.00591032965741349,0.0792256072550685,0.0757124898337101,1,0.782353645786071,0.209205020920502,2.58620689655172
chr17:78976153-78976714,AC127496.1_36374,0.198369669323402,0.480444966898333,0.401230930069186,1,1,1.04602510460251,2.1551724137931
chr17:78977536-78978485,AC127496.1_36374,0.198369669323402,0.480444966898333,0.401230930069186,1,1,1.04602510460251,2.1551724137931
chr17:79008351-79009688,BAIAP2_36375,0.17047424676298,1.37855129735953,0.371416718026623,1,1,9.8326359832636,7.32758620689655
chr17:79026522-79027278,BAIAP2_36384,0.585854109283092,1.21529771531387,0.621127011359483,1,1,1.04602510460251,0.862068965517241
chr17:79071168-79071446,BAIAP2_36390,0.000249605435873764,0.165062929876386,0.0192255306958904,1,0.198661595532485,1.04602510460251,6.03448275862069
chr17:79071823-79072150,BAIAP2_36390,0.000249605435873764,0.165062929876386,0.0192255306958904,1,0.198661595532485,1.04602510460251,6.03448275862069
chr17:79138663-79140741,AATK_36395,0.367277694927413,0.757391183444731,0.51655347851364,1,1,2.30125523012552,3.01724137931035
chr17:79196659-79197400,AZI1_36399,0.0109947852765272,0.519602247923266,0.10044309662098,1,1,6.90376569037657,12.5
chr17:79212538-79213479,ENTHD2_36404,0.0669514121851387,0.634473126723737,0.23734193099403,1,1,7.11297071129707,10.7758620689655
chr17:79225175-79226026,SLC38A10_36408,0.392400141980316,1.70797030950629,0.530044996719409,1,1,1.46443514644351,0.862068965517241
chr17:79268768-79269469,SLC38A10_36411,0.185154267090273,0.547587494841183,0.389459256703176,1,1,1.67364016736402,3.01724137931035
chr17:79302834-79303765,TMEM105_36414,0.490902277375383,1.29887936700357,0.582235373084988,1,1,1.67364016736402,1.29310344827586
chr17:79368880-79369435,RP11-1055B8.6_36416,0.479961372706956,1.07978915965349,0.578279229826429,1,1,6.48535564853557,6.03448275862069
chr17:79479408-79480149,ACTG1_36419,0.227103617347833,0.731593921922483,0.427033840834339,1,1,4.81171548117155,6.46551724137931
chr17:79480396-79481034,ACTG1_36425,0.509097722624617,0.847348371375397,0.58797939474216,1,1,1.46443514644351,1.72413793103448
chr17:79481664-79482337,ACTG1_36426,0.0360184202793968,0.378443228941713,0.173614035291636,1,1,1.67364016736402,4.31034482758621
chr17:79519082-79520553,C17orf70_36431,0.0937802109221007,0.476012467160121,0.278165194204657,1,1,1.88284518828452,3.87931034482759
chr17:79520575-79520909,C17orf70_36433,0.104733884794738,0.160468880776145,0.291807171266993,1,1,0.209205020920502,1.29310344827586
chr17:79533399-79534185,NPLOC4_36436,0.306191038983036,0.482633190267713,0.485433050962816,1,1,0.627615062761506,1.29310344827586
chr17:79603358-79604333,NPLOC4_36441,0.0157489663049609,0.236816769220185,0.117374213541008,1,1,0.836820083682008,3.44827586206897
chr17:79632818-79634246,CCDC137_36450,0.0192658315770981,0.342545034349035,0.128218455659846,1,1,1.67364016736402,4.74137931034483
