jaspar.id,motif,mean_x,mean_y,pval,test,x,y,enrichedIn,FDR,padj,family.id,family.name,class.id,class.name,superclass.id,superclass.name
MA0876.1,BSX,0.325747625283822,-0.0372479143291011,4.44147428396632e-18,delta.vs.other,delta,other,delta,1.77352662787345e-17,2.5716136104165e-15,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
MA0765.1,ETV5,0.325551556979546,-0.0917936264636337,0.000994870586528545,immune.vs.other,immune,other,immune,0.00349109133090926,0.576030069600028,3.5.2,Ets-related,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
MA0067.1,Pax2,0.325504478110207,-0.00449386675804285,0.0152644115731917,acinar.vs.other,acinar,other,acinar,0.0276190446902437,1,3.2.2,PD,3.2,Paired box factors,3,Helix-turn-helix domains
MA1153.1,Smad4,0.323387005318779,0.00477500641095725,0.00666702319980455,ductal.vs.other,ductal,other,ductal,0.0120631451021464,1,7.1.1,SMAD,7.1,SMAD/NF-1 DNA-binding domain factors,7,beta-Hairpin exposed by an alpha/beta-scaffold
MA0601.1,Arid3b,0.323041913576436,-0.348168622823718,1.11253692933278e-308,beta.vs.other,beta,other,beta,1.11253692989036e-308,1.11253697510022e-308,3.7.1,ARID-related,3.7,ARID,3,Helix-turn-helix domains
MA0885.1,Dlx2,0.322709080269333,-0.351257201429378,1.11307365105844e-308,beta.vs.other,beta,other,beta,1.1167939419249e-308,1.4232988542583e-308,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
MA0628.1,POU6F1,0.321886639875899,-0.348632732851051,6.15672871794622e-303,beta.vs.other,beta,other,beta,4.75299457025448e-302,3.56474592769086e-300,3.1.10,POU,3.1,Homeo domain factors,3,Helix-turn-helix domains
MA0810.1,TFAP2A(var.2),0.32145744680264,-0.0132985080405882,0.00111807053072235,ductal.vs.other,ductal,other,ductal,0.00248816449358778,0.647362837288243,1.3.1,AP2,1.3,Basic helix-span-helix factors (bHSH),1,Basic domains
MA0144.2,STAT3,0.320003527586294,-0.0164589532882798,1.02218282106743e-06,gamma.vs.other,gamma,other,gamma,3.72632245339241e-06,0.000591843853398045,6.2.1,STAT,6.2,STAT domain factors,6,Immunoglobulin fold
MA0865.1,E2F8,0.318890452407775,-0.0140556488716321,0.00715655603952391,ductal.vs.other,ductal,other,ductal,0.0128286252225522,1,3.3.2,E2F,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
MA0754.1,CUX1,0.318772389172502,0.000281730205886529,0.0100087807866394,acinar.vs.other,acinar,other,acinar,0.0188152080372215,1,3.1.9,HD-CUT,3.1,Homeo domain factors,3,Helix-turn-helix domains
MA0148.3,FOXA1,0.318657226625516,-0.00851576909380133,6.33331803729481e-06,gamma.vs.other,gamma,other,gamma,2.01483029867786e-05,0.0036669911435937,3.3.1,FOX,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
MA0769.1,Tcf7,0.316345739999665,-0.00640071410644825,3.26008526898566e-07,gamma.vs.other,gamma,other,gamma,1.27539822347479e-06,0.00018875893707427,4.1.3,TCF7-related,4.1,High-mobility group (HMG) domain factors,4,Other all-alpha-helical DNA-binding domains
MA0523.1,TCF7L2,0.315926522330165,-0.00523563609029622,0.00182006764432583,ductal.vs.other,ductal,other,ductal,0.00393216106740542,1,4.1.3,TCF7-related,4.1,High-mobility group (HMG) domain factors,4,Other all-alpha-helical DNA-binding domains
MA0659.1,MAFG,0.315756608099219,-0.240514358787581,3.51912974044513e-154,alpha.vs.other,alpha,other,alpha,1.39560008199845e-153,2.03757611971773e-151,1.1.3,Maf-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
MA0258.2,ESR2,0.315557978636661,-0.0173116671805661,0.00147935070615384,ductal.vs.other,ductal,other,ductal,0.00322009044685366,0.856544058863074,2.1.1,Steroid hormone receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
MA0508.2,PRDM1,0.314421432827259,0.00979844785923044,7.0952224121497e-14,delta.vs.other,delta,other,delta,2.52032747032802e-13,4.10813377663468e-11,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
MA0624.1,NFATC1,0.31423008107566,-0.0208020177418712,0.000435931299823474,stellate.vs.other,stellate,other,stellate,0.000576265348396785,0.252404222597792,6.1.3,NFAT-related,6.1,Rel homology region (RHR) factors,6,Immunoglobulin fold
MA0753.1,ZNF740,0.313153737614315,-0.0351791412046948,0.00145102361900387,ductal.vs.other,ductal,other,ductal,0.00317034971850279,0.84014267540324,2.3.2,Other factors with up to three adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
MA0442.2,SOX10,0.313060559078682,0.00281281379063624,1.48313842261666e-06,gamma.vs.other,gamma,other,gamma,5.11153063508957e-06,0.000858737146695048,4.1.1,SOX-related,4.1,High-mobility group (HMG) domain factors,4,Other all-alpha-helical DNA-binding domains
MA0694.1,ZBTB7B,0.312752115547144,-0.0130073983443148,0.000553472711210063,endothelial.vs.other,endothelial,other,endothelial,0.000939767448066354,0.320460699790627,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
MA0089.1,MAFG::NFE2L1,0.312751259319107,-0.00933383995244822,0.00121805867437245,endothelial.vs.other,endothelial,other,endothelial,0.00199789227326245,0.705255972461646,,,,,,
MA0884.1,DUXA,0.312737289251174,-0.0251667613644579,5.5253850282516e-18,delta.vs.other,delta,other,delta,2.17632512337257e-17,3.19919793135767e-15,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
MA0057.1,MZF1(var.2),0.312196496246524,-0.0106904143197246,0.000142065808566886,stellate.vs.other,stellate,other,stellate,0.000194000243302422,0.0822561031602271,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
MA0768.1,LEF1,0.311994979576362,0.00192250941627925,0.014881861151459,acinar.vs.other,acinar,other,acinar,0.0270112777639334,1,4.1.3,TCF7-related,4.1,High-mobility group (HMG) domain factors,4,Other all-alpha-helical DNA-binding domains
MA0795.1,SMAD3,0.311352292930021,0.00466400055672066,0.024041958591068,acinar.vs.other,acinar,other,acinar,0.0398862292957834,1,7.1.1,SMAD,7.1,SMAD/NF-1 DNA-binding domain factors,7,beta-Hairpin exposed by an alpha/beta-scaffold
MA0154.3,EBF1,0.31096552147735,-0.0090321816439382,0.00292268340181043,ductal.vs.other,ductal,other,ductal,0.00583528858499393,1,6.1.5,EBF-related,6.1,Rel homology region (RHR) factors,6,Immunoglobulin fold
MA0881.1,Dlx4,0.3102175709,-0.0266400826022154,1.01649073002753e-15,delta.vs.other,delta,other,delta,3.77274444029448e-15,5.88548132685939e-13,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
MA0105.4,NFKB1,0.309932250786906,-0.00538469967330986,0.0228322034239844,acinar.vs.other,acinar,other,acinar,0.038318393572426,1,6.1.1,NFkappaB-related,6.1,Rel homology region (RHR) factors,6,Immunoglobulin fold
MA0600.2,RFX2,0.309906657851032,-0.0487006715748541,7.43680158279479e-06,gamma.vs.other,gamma,other,gamma,2.35295525488425e-05,0.00430590811643818,3.3.3,RFX,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
MA0524.2,TFAP2C,0.309438685862309,-0.0044852862556552,0.003528252487611,ductal.vs.other,ductal,other,ductal,0.00687831040514064,1,1.3.1,AP2,1.3,Basic helix-span-helix factors (bHSH),1,Basic domains
MA0620.2,MITF,0.308686516078852,-0.0297807316665283,0.00102082682003118,immune.vs.other,immune,other,immune,0.00353927382513805,0.591058728798055,1.2.6,bHLH-ZIP,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
MA0151.1,Arid3a,0.306990905394409,-0.0304706631625701,7.04715748279509e-23,delta.vs.other,delta,other,delta,3.29056788914384e-22,4.08030418253836e-20,3.7.1,ARID-related,3.7,ARID,3,Helix-turn-helix domains
MA0672.1,NKX2-3,0.306624368278724,-0.00171889564339,1.21476329507436e-06,gamma.vs.other,gamma,other,gamma,4.3150180849574e-06,0.000703347947848056,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
MA0083.3,SRF,0.305805867460621,-0.00694154001898609,0.00583427886617979,ductal.vs.other,ductal,other,ductal,0.0107924839090035,1,5.1.2,Responders to external signals,5.1,MADS box factors,5,alpha-Helices exposed by beta-structures
MA0485.1,Hoxc9,0.305789463715909,-0.0230114735213932,3.06191623159869e-15,delta.vs.other,delta,other,delta,1.12920350197175e-14,1.77284949809564e-12,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
MA0877.1,Barhl1,0.305502749587455,-0.321069138871132,9.73971470434076e-268,beta.vs.other,beta,other,beta,6.87718879733329e-267,5.6392948138133e-265,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
MA0833.1,ATF4,0.305244170581526,-0.0259360118776896,0.00145513164388241,immune.vs.other,immune,other,immune,0.00473326529105572,0.842521221807917,1.1.6,ATF4-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
MA0731.1,BCL6B,0.304249455596065,-0.00108691548713448,0.00608151427069873,ductal.vs.other,ductal,other,ductal,0.0111784024213796,1,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
MA0683.1,POU4F2,0.303475551833967,-0.0283893530389169,1.3687131945918e-16,delta.vs.other,delta,other,delta,5.1796401285533e-16,7.92484939668654e-14,3.1.10,POU,3.1,Homeo domain factors,3,Helix-turn-helix domains
MA1126.1,FOS::JUN(var.2),0.302315739408837,-0.0449749741807286,1.69569602264801e-11,delta.vs.other,delta,other,delta,5.57845452905227e-11,9.81807997113199e-09,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
MA1126.1,FOS::JUN(var.2),0.302315739408837,-0.0449749741807286,1.69569602264801e-11,delta.vs.other,delta,other,delta,5.57845452905227e-11,9.81807997113199e-09,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
MA0632.1,Tcfl5,0.30221281770852,-0.0433224089021432,5.69612240801477e-05,endothelial.vs.other,endothelial,other,endothelial,0.000106046780522204,0.0329805487424055,1.2.5,PAS,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
MA0857.1,Rarb,0.301314286033181,-0.0157312901753074,0.0118511689893789,acinar.vs.other,acinar,other,acinar,0.0220637519127023,1,2.1.2,Thyroid hormone receptor-related factors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
MA0527.1,ZBTB33,0.300210227884223,-0.0331016731748566,0.00112160782871574,ductal.vs.other,ductal,other,ductal,0.00248816449358778,0.649410932826412,2.3.2,Other factors with up to three adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
MA0800.1,EOMES,0.299709179998116,0.0072977501858033,0.0237417048182638,acinar.vs.other,acinar,other,acinar,0.0396617373039268,1,6.5.2,,6.5,T-Box factors,6,Immunoglobulin fold
MA0024.3,E2F1,0.299279020309429,-0.0163131749696887,0.00450171161311769,ductal.vs.other,ductal,other,ductal,0.008524016237343,1,3.3.2,E2F,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
MA0051.1,IRF2,0.298241861522286,0.019506381044062,0.00490069282609379,endothelial.vs.other,endothelial,other,endothelial,0.00733204430570621,1,3.5.3,IRF,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
MA0525.2,TP63,0.298022235205518,0.00414118555579378,0.00167599926069891,stellate.vs.other,stellate,other,stellate,0.00212807800865059,0.970403571944669,6.3.1,p53-related,6.3,p53 domain factors,6,Immunoglobulin fold
MA0029.1,Mecom,0.297587915247468,0.0100922705142249,0.0192362066189061,acinar.vs.other,acinar,other,acinar,0.0332470556189451,1,2.3.4,Factors with multiple dispersed zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
MA0744.1,SCRT2,0.296546430510147,0.0103335541807917,1.83631229025463e-05,gamma.vs.other,gamma,other,gamma,5.45243495414068e-05,0.0106322481605743,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
MA0858.1,Rarb(var.2),0.296257663382155,-0.00241385299352148,0.00187384636502941,endothelial.vs.other,endothelial,other,endothelial,0.00298886238388989,1,2.1.2,Thyroid hormone receptor-related factors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
MA0106.3,TP53,0.296232270225556,0.00705445620242313,0.0313501378968972,acinar.vs.other,acinar,other,acinar,0.0500047654057947,1,6.3.1,p53-related,6.3,p53 domain factors,6,Immunoglobulin fold
MA0606.1,NFAT5,0.296161868653809,-0.0121945527451816,0.00153930433672943,stellate.vs.other,stellate,other,stellate,0.00196312161005802,0.89125721096634,6.1.3,NFAT-related,6.1,Rel homology region (RHR) factors,6,Immunoglobulin fold
MA0057.1,MZF1(var.2),0.295969094779909,-0.0103515669891105,0.000485887780415691,endothelial.vs.other,endothelial,other,endothelial,0.00083233439307895,0.281329024860685,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
MA0464.2,BHLHE40,0.293632492828479,-0.040138272407454,0.00121855114971787,stellate.vs.other,stellate,other,stellate,0.00156786914597033,0.705541115686649,1.2.4,Hairy-related,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
MA0104.4,MYCN,0.293340478513038,-0.0367760880794653,0.0014651633755471,endothelial.vs.other,endothelial,other,endothelial,0.00237627337378647,0.848329594441769,1.2.6,bHLH-ZIP,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
MA0763.1,ETV3,0.293191542091998,-0.0841506689072877,0.00472431658506126,ductal.vs.other,ductal,other,ductal,0.00885236020307596,1,3.5.2,Ets-related,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
MA0043.2,HLF,0.292849315550759,0.00189351217695544,0.0444510841308323,acinar.vs.other,acinar,other,acinar,0.069372446662404,1,1.1.8,CEBP-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
MA0060.3,NFYA,0.292727555397199,-0.0822109749663045,0.00104251727410623,immune.vs.other,immune,other,immune,0.00358356027269871,0.603617501707508,4.2.1,Heteromeric CCAAT-binding,4.2,Heteromeric CCAAT-binding factors,4,Other all-alpha-helical DNA-binding domains
MA0769.1,Tcf7,0.292660983849844,-0.00339252816517046,0.00252041914199966,stellate.vs.other,stellate,other,stellate,0.00314509198969354,1,4.1.3,TCF7-related,4.1,High-mobility group (HMG) domain factors,4,Other all-alpha-helical DNA-binding domains
MA0735.1,GLIS1,0.292493814167366,-0.0148551511006523,0.00033927322192714,stellate.vs.other,stellate,other,stellate,0.000449517609830238,0.196439195495814,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
MA0143.3,Sox2,0.292447421708055,0.00628037407899339,5.39278995728259e-05,gamma.vs.other,gamma,other,gamma,0.00015231343342764,0.0312242538526662,4.1.1,SOX-related,4.1,High-mobility group (HMG) domain factors,4,Other all-alpha-helical DNA-binding domains
MA1150.1,RORB,0.291823110676259,-0.0110005237721872,0.0374737022883865,acinar.vs.other,acinar,other,acinar,0.0591206365803155,1,2.1.2,Thyroid hormone receptor-related factors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
MA1421.1,TCF7L1,0.291739709780512,-0.0056542504903174,0.00441997185144278,ductal.vs.other,ductal,other,ductal,0.00841830165126766,1,4.1.3,TCF7-related,4.1,High-mobility group (HMG) domain factors,4,Other all-alpha-helical DNA-binding domains
MA0150.2,Nfe2l2,0.291518586338193,-0.0244142409052886,0.0206405902220326,immune.vs.other,immune,other,immune,0.0436164297027623,1,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
MA1147.1,NR4A2::RXRA,0.291102253362514,-0.00474882348957807,0.0514823849208859,acinar.vs.other,acinar,other,acinar,0.0792773959287047,1,2.1.3,RXR-related receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
MA1147.1,NR4A2::RXRA,0.291102253362514,-0.00474882348957807,0.0514823849208859,acinar.vs.other,acinar,other,acinar,0.0792773959287047,1,2.1.4,NGFI(NR4A),2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
MA0753.1,ZNF740,0.29057661774573,-0.0360908160128777,0.00368099882296818,stellate.vs.other,stellate,other,stellate,0.00454434609487969,1,2.3.2,Other factors with up to three adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
MA0604.1,Atf1,0.290072973801097,-0.0313814673073348,0.00322545231800794,ductal.vs.other,ductal,other,ductal,0.00639413357545613,1,1.1.7,CREB-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
MA0652.1,IRF8,0.289897969778254,-0.175614420208066,5.43139856659674e-118,alpha.vs.other,alpha,other,alpha,1.83905249711082e-117,3.14477977005951e-115,3.5.3,IRF,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
MA0052.3,MEF2A,0.289730737252189,-0.0277402174981741,0.000921166571309654,endothelial.vs.other,endothelial,other,endothelial,0.00151953118173302,0.53335544478829,5.1.1,Regulators of differentiation,5.1,MADS box factors,5,alpha-Helices exposed by beta-structures
MA0652.1,IRF8,0.289154112262177,0.0114549707078397,0.00636638206303171,endothelial.vs.other,endothelial,other,endothelial,0.00937947891729099,1,3.5.3,IRF,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
MA0065.2,Pparg::Rxra,0.289127899447501,-0.172418676956337,5.91407613607178e-160,alpha.vs.other,alpha,other,alpha,2.36155178123142e-159,3.42425008278556e-157,2.1.2,Thyroid hormone receptor-related factors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
MA0065.2,Pparg::Rxra,0.289127899447501,-0.172418676956337,5.91407613607178e-160,alpha.vs.other,alpha,other,alpha,2.36155178123142e-159,3.42425008278556e-157,2.1.3,RXR-related receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
MA1419.1,IRF4,0.28861370140801,-0.00169271865946236,5.25974692182005e-10,delta.vs.other,delta,other,delta,1.62855265654214e-09,3.04539346773381e-07,3.5.3,IRF,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
MA0743.1,SCRT1,0.288571180942514,-0.154123459031788,3.31113259134504e-131,alpha.vs.other,alpha,other,alpha,1.1834233150548e-130,1.91714577038878e-128,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
MA0615.1,Gmeb1,0.287909051586743,-0.00880772573293874,0.00152753710942214,endothelial.vs.other,endothelial,other,endothelial,0.00246809485388657,0.884443986355419,5.3.3,GMEB,5.3,SAND domain factors,5,alpha-Helices exposed by beta-structures
MA0591.1,Bach1::Mafk,0.287624951658392,-0.0153229292277528,0.0174212525630211,immune.vs.other,immune,other,immune,0.0380637933358084,1,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
MA0591.1,Bach1::Mafk,0.287624951658392,-0.0153229292277528,0.0174212525630211,immune.vs.other,immune,other,immune,0.0380637933358084,1,1.1.3,Maf-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
MA0073.1,RREB1,0.287570740513821,-0.0240167513371031,0.0164157310117766,acinar.vs.other,acinar,other,acinar,0.0291555467969897,1,2.3.4,Factors with multiple dispersed zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
MA0056.1,MZF1,0.287511113826561,-0.0013256944070764,4.8863868871432e-05,stellate.vs.other,stellate,other,stellate,6.90053172599003e-05,0.0282921800765591,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
MA0627.1,Pou2f3,0.287464113677923,0.00448646847495682,0.062879806913123,acinar.vs.other,acinar,other,acinar,0.0935923090043655,1,3.1.10,POU,3.1,Homeo domain factors,3,Helix-turn-helix domains
MA1114.1,PBX3,0.287178610343718,-0.00822929182399406,0.0700393155552759,acinar.vs.other,acinar,other,acinar,0.10240596895582,1,3.1.4,TALE-type HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
MA0670.1,NFIA,0.286623736961673,-0.00541649499608893,0.0528757426639905,acinar.vs.other,acinar,other,acinar,0.0809922090011917,1,7.1.2,NF-1,7.1,SMAD/NF-1 DNA-binding domain factors,7,beta-Hairpin exposed by an alpha/beta-scaffold
MA0828.1,SREBF2(var.2),0.285664618553709,-0.0332052586634407,0.00196959164440516,endothelial.vs.other,endothelial,other,endothelial,0.00312436592359065,1,1.2.6,bHLH-ZIP,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
MA0117.2,Mafb,0.285593928931533,-0.229405327728379,3.10757280694568e-130,alpha.vs.other,alpha,other,alpha,1.10385561670034e-129,1.79928465522155e-127,1.1.3,Maf-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
MA0135.1,Lhx3,0.284510063312072,-0.30337869760205,3.07342898573284e-250,beta.vs.other,beta,other,beta,2.09354750910507e-249,1.77951538273931e-247,3.1.5,HD-LIM,3.1,Homeo domain factors,3,Helix-turn-helix domains
MA0693.2,VDR,0.284066186872688,-0.00573915983632575,0.00711505793617728,ductal.vs.other,ductal,other,ductal,0.0127938464131883,1,2.1.2,Thyroid hormone receptor-related factors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
MA1153.1,Smad4,0.283919821807042,0.00164369293241249,9.14029723837654e-06,gamma.vs.other,gamma,other,gamma,2.87621309838044e-05,0.00529223210102002,7.1.1,SMAD,7.1,SMAD/NF-1 DNA-binding domain factors,7,beta-Hairpin exposed by an alpha/beta-scaffold
MA0031.1,FOXD1,0.282802009113176,0.00470401201960416,0.029592627045266,acinar.vs.other,acinar,other,acinar,0.047331853754721,1,3.3.1,FOX,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
MA0157.2,FOXO3,0.282802009113176,0.00470401201960416,0.029592627045266,acinar.vs.other,acinar,other,acinar,0.047331853754721,1,3.3.1,FOX,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
MA0594.1,Hoxa9,0.282779129131623,-0.295788445945017,1.17356692844657e-225,beta.vs.other,beta,other,beta,7.6347781075344e-225,6.79495251570562e-223,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
MA0093.2,USF1,0.282099165366781,-0.0339473780503978,0.00116854268981712,immune.vs.other,immune,other,immune,0.00393364079886113,0.676586217404114,1.2.6,bHLH-ZIP,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
MA0879.1,Dlx1,0.281729791751017,-0.0211493972304055,9.58880431269184e-14,delta.vs.other,delta,other,delta,3.38531566893206e-13,5.55191769704858e-11,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
MA0686.1,SPDEF,0.281513869620046,-0.0330580446298945,7.96948464540883e-07,gamma.vs.other,gamma,other,gamma,2.93906471954886e-06,0.000461433160969171,3.5.2,Ets-related,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
MA0604.1,Atf1,0.281328363788165,-0.0306385022497502,0.0164152479929041,acinar.vs.other,acinar,other,acinar,0.0291555467969897,1,1.1.7,CREB-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
MA0791.1,POU4F3,0.280145610969473,-0.0178704107816157,0.0062204381006844,ductal.vs.other,ductal,other,ductal,0.0113616203794835,1,3.1.10,POU,3.1,Homeo domain factors,3,Helix-turn-helix domains
MA0611.1,Dux,0.279771896683236,-0.0411655577509361,0.00203284896762,endothelial.vs.other,endothelial,other,endothelial,0.00321590041598902,1,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
MA0760.1,ERF,0.27884408389135,-0.0577698306201758,2.67355453794275e-06,gamma.vs.other,gamma,other,gamma,8.89648320384399e-06,0.00154798807746885,3.5.2,Ets-related,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
MA0098.3,ETS1,0.277843842260991,-0.069567671725605,1.02329062191605e-06,gamma.vs.other,gamma,other,gamma,3.72632245339241e-06,0.000592485270089394,3.5.2,Ets-related,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
MA0873.1,HOXD12,0.277531400964652,-0.0170465771638523,0.00297366427509687,endothelial.vs.other,endothelial,other,endothelial,0.00460361394460184,1,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
MA0653.1,IRF9,0.277231714882686,0.000812479884385406,6.59579354606455e-09,delta.vs.other,delta,other,delta,1.89998231998576e-08,3.81896446317137e-06,3.5.3,IRF,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
MA0778.1,NFKB2,0.276671270557729,-0.178420137503238,9.65551431176715e-127,alpha.vs.other,alpha,other,alpha,3.36779685934529e-126,5.59054278651318e-124,6.1.1,NFkappaB-related,6.1,Rel homology region (RHR) factors,6,Immunoglobulin fold
MA0040.1,Foxq1,0.275935370152894,-0.0030583483043057,0.0428197337592747,acinar.vs.other,acinar,other,acinar,0.0671886879312197,1,3.3.1,FOX,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
MA0092.1,Hand1::Tcf3,0.275884966921105,-0.0023404743084335,0.0266154021620778,acinar.vs.other,acinar,other,acinar,0.0431661564477397,1,1.2.3,Tal-related,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
MA0092.1,Hand1::Tcf3,0.275884966921105,-0.0023404743084335,0.0266154021620778,acinar.vs.other,acinar,other,acinar,0.0431661564477397,1,1.2.1,E2A,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
MA0749.1,ZBED1,0.275826631735107,-0.0116564632403305,0.0095653611149671,ductal.vs.other,ductal,other,ductal,0.0163856333892484,1,2.3.5,BED zinc finger factors,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
MA0073.1,RREB1,0.275035672781707,-0.0246470029670388,0.00643223152464028,ductal.vs.other,ductal,other,ductal,0.0117115158892035,1,2.3.4,Factors with multiple dispersed zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
MA0158.1,HOXA5,0.274476415053594,-0.310621065349973,1.74216177167746e-251,beta.vs.other,beta,other,beta,1.20084722119196e-250,1.00871166580125e-248,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
MA0820.1,FIGLA,0.271122466177555,-0.017275665381955,5.25671157674175e-11,delta.vs.other,delta,other,delta,1.6909088905186e-10,3.04363600293347e-08,1.2.3,Tal-related,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
MA0046.2,HNF1A,0.270899133457245,-0.0116013455675759,2.8186103941267e-07,delta.vs.other,delta,other,delta,7.55544175092295e-07,0.000163197541819936,3.1.10,POU,3.1,Homeo domain factors,3,Helix-turn-helix domains
MA0063.1,Nkx2-5,0.270838027166676,-0.295135680800718,8.40474880783639e-220,beta.vs.other,beta,other,beta,5.12247322077607e-219,4.86634955973727e-217,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
MA0527.1,ZBTB33,0.26950789816723,-0.0336973897317499,0.00139440748787184,endothelial.vs.other,endothelial,other,endothelial,0.0022678706052747,0.807361935477794,2.3.2,Other factors with up to three adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
