motif,jaspar.id,x,y,test,mean_x,mean_y,enrichedIn,pval,FDR,padj,family.id,family.name,class.id,class.name,superclass.id,superclass.name
Esrra,MA0592.2,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.115442784551947,0.0208499134514823,alpha_2,8.35941903497665e-05,0.000110757519937105,0.0484010362125148,2.1.1,Steroid hormone receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
Hmx3,MA0898.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.281816717822418,-0.149821307855984,alpha_2,8.89150683688971e-05,0.000117538412295871,0.0514818245855914,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
CENPB,MA0637.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.0443564680723621,0.0852299477661725,alpha_2,0.000103472658689143,0.000135851858006835,0.0599106693810141,"","",,"",,""
TBX21,MA0690.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.0214765088410619,0.107750820936952,alpha_2,0.000149457205731995,0.000195340230516536,0.0865357221188253,6.5.2,"",6.5,T-Box factors,6,Immunoglobulin fold
ZNF740,MA0753.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.153740243963085,-0.0341880816493078,alpha_2,0.000232258060533427,0.000302877065425348,0.134477417048854,2.3.2,Other factors with up to three adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
NR1A4::RXRA,MA1146.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.129883585908953,-0.0119814275197107,alpha_2,0.000285581743159583,0.000369914606911407,0.165351829289399,2.1.3,RXR-related receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
NR1A4::RXRA,MA1146.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.129883585908953,-0.0119814275197107,alpha_2,0.000285581743159583,0.000369914606911407,0.165351829289399,2.1.2,Thyroid hormone receptor-related factors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
ESRRB,MA0141.3,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.177381702996673,-0.0499091266124104,alpha_2,0.000321022723108356,0.000414893206874416,0.185872156679738,2.1.1,Steroid hormone receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
E2F1,MA0024.3,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.0439479632405068,0.0773885264394264,alpha_2,0.000328273223957026,0.000423318923543693,0.190070196671118,3.3.2,E2F,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
ELK3,MA0759.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.00498028221523184,0.138633184141072,alpha_2,0.000363504887568025,0.000467709622004193,0.210469329901887,3.5.2,Ets-related,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
HOXD11,MA0908.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.0410506239593839,0.0773009545631589,alpha_2,0.000399573065836248,0.000512977394942767,0.231352805119188,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
SOX9,MA0077.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.162165249176865,-0.0447716275249681,alpha_2,0.000425221371658178,0.000544697288031162,0.246203174190085,4.1.1,SOX-related,4.1,High-mobility group (HMG) domain factors,4,Other all-alpha-helical DNA-binding domains
Sox1,MA0870.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,0.0327493723767174,0.146455961317926,alpha_2,0.000627097612148492,0.000799756646330346,0.363089517433977,4.1.1,SOX-related,4.1,High-mobility group (HMG) domain factors,4,Other all-alpha-helical DNA-binding domains
OTX2,MA0712.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.0865445540357854,0.0254821149597971,alpha_2,0.000750317357406109,0.000952705591969599,0.434433749938137,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
POU3F3,MA0788.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,0.154962973121523,0.260866545005528,alpha_2,0.00116767347695111,0.00146655736042233,0.676082943154694,3.1.10,POU,3.1,Homeo domain factors,3,Helix-turn-helix domains
NR4A1,MA1112.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,0.221308921373652,0.376815062426053,alpha_2,0.00118979642686293,0.00149110850899056,0.688892131153638,2.1.4,NGFI(NR4A),2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
Nkx2-5,MA0063.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.384190472999046,-0.275349383091236,alpha_2,0.0012128167087898,0.0015166757546205,0.702220874389293,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
TBX20,MA0689.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.0261984225816776,0.0791850509632469,alpha_2,0.00124131698073538,0.00154897097380557,0.718722531845787,6.5.3,TBX1-related,6.5,T-Box factors,6,Immunoglobulin fold
EVX2,MA0888.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.639897198594195,-0.535733688638788,alpha_2,0.00137782891972378,0.0017119376491847,0.797762944520069,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
OTX1,MA0711.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,0.0377185290418827,0.14556358558812,alpha_2,0.00153005940108639,0.00189701154867027,0.885904393229018,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
DMRT3,MA0610.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,0.1437184553645,0.248665615959186,alpha_2,0.00199010253964756,0.00246211403943577,1,2.5.1,DMRT,2.5,DM-type intertwined zinc finger factors,2,Zinc-coordinating DNA-binding domains
Hmx1,MA0896.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.365879090533867,-0.261241651354987,alpha_2,0.00199924999134515,0.00246815723878218,1,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
Ddit3::Cebpa,MA0019.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,0.148334662348919,0.251213731567453,alpha_2,0.00203129492605259,0.00250238247273287,1,1.1.8,CEBP-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
TEF,MA0843.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.202062097722185,-0.0932493971851985,alpha_2,0.00309024425438867,0.00378277256509734,1,1.1.8,CEBP-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
PITX3,MA0714.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.0368063272981664,0.0608588118329937,alpha_2,0.00324451768777155,0.00395489629730468,1,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
E2F8,MA0865.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,0.0317391690558273,0.127677360333339,alpha_2,0.00347289088929856,0.00422437778341148,1,3.3.2,E2F,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
Arid3b,MA0601.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.462903433610196,-0.370077588795424,alpha_2,0.00384273815296607,0.00466445574542423,1,3.7.1,ARID-related,3.7,ARID,3,Helix-turn-helix domains
NR2F2,MA1111.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,0.0933882471653266,0.218932228679655,alpha_2,0.00401230120779608,0.00486008870149357,1,2.1.3,RXR-related receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
Hoxd9,MA0913.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.160478508944914,-0.0708763879151734,alpha_2,0.00433236725329428,0.00522591799928623,1,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
PAX3,MA0780.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.213250426368006,-0.120318263184794,alpha_2,0.0045377451368716,0.00546227533107829,1,3.2.1,PD+HD,3.2,Paired box factors,3,Helix-turn-helix domains
FOXD1,MA0031.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.0198672265628183,0.09289996772814,alpha_2,0.00573833340231091,0.0068505052369856,1,3.3.1,FOX,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
FOXO3,MA0157.2,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.0198672265628183,0.09289996772814,alpha_2,0.00573833340231091,0.0068505052369856,1,3.3.1,FOX,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
MYBL1,MA0776.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,0.0584044197326284,0.146585332603198,alpha_2,0.0059290549699917,0.00706362721733579,1,3.5.1,Myb-SANT,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
TBX2,MA0688.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.029142016731485,0.056696361909617,alpha_2,0.00695590593174015,0.00825301134114251,1,6.5.4,TBX2-related,6.5,T-Box factors,6,Immunoglobulin fold
PAX7,MA0680.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.213746508657501,-0.12971969211927,alpha_2,0.00703953956144612,0.00833516033962639,1,3.2.1,PD+HD,3.2,Paired box factors,3,Helix-turn-helix domains
DBP,MA0639.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.26310457121632,-0.165201111514907,alpha_2,0.00710123720513724,0.00839105375872339,1,1.1.8,CEBP-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
Hmx2,MA0897.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.218644256231376,-0.133038614680635,alpha_2,0.00720235138581998,0.00849320051403212,1,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
Nr1h3::Rxra,MA0494.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.00758194159655832,0.0760808944807222,alpha_2,0.00807123613083179,0.00949846691006424,1,2.1.3,RXR-related receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
Nr1h3::Rxra,MA0494.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.00758194159655832,0.0760808944807222,alpha_2,0.00807123613083179,0.00949846691006424,1,2.1.2,Thyroid hormone receptor-related factors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
Pitx1,MA0682.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.0728709526111796,0.00872041482560135,alpha_2,0.0101144311510192,0.0118788146783775,1,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
EVX1,MA0887.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.509791170190078,-0.428974412808353,alpha_2,0.0117789357097968,0.0137500076128475,1,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
HOXB13,MA0901.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.0736177217045415,0.00366153676843034,alpha_2,0.0118052720511742,0.0137530231743056,1,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
POU3F2,MA0787.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,0.174130920139577,0.252442697989372,alpha_2,0.0121849077328584,0.0141667903159137,1,3.1.10,POU,3.1,Homeo domain factors,3,Helix-turn-helix domains
NR4A2::RXRA,MA1147.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.115878582218901,-0.0383768739423114,alpha_2,0.0127450612887182,0.0147883576877111,1,2.1.3,RXR-related receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
NR4A2::RXRA,MA1147.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.115878582218901,-0.0383768739423114,alpha_2,0.0127450612887182,0.0147883576877111,1,2.1.4,NGFI(NR4A),2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
RORA(var.2),MA0072.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.12383515882042,-0.0480857106423066,alpha_2,0.0141880609336753,0.016429774561196,1,2.1.2,Thyroid hormone receptor-related factors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
TP53,MA0106.3,alpha_1,alpha_2,alpha_1.vs.alpha_2,0.0401245870945007,0.115526167044883,alpha_2,0.0154469612237427,0.017816315833759,1,6.3.1,p53-related,6.3,p53 domain factors,6,Immunoglobulin fold
FLI1,MA0475.2,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.0128590234633959,0.0730339935211512,alpha_2,0.0163763151550228,0.018850668935901,1,3.5.2,Ets-related,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
HLF,MA0043.2,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.216209364901737,-0.132959039131733,alpha_2,0.0164531628520389,0.0189015501812113,1,1.1.8,CEBP-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
SRY,MA0084.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.0550425194320813,0.0184412001759279,alpha_2,0.0165225796649208,0.0189437101504735,1,4.1.1,SOX-related,4.1,High-mobility group (HMG) domain factors,4,Other all-alpha-helical DNA-binding domains
SRF,MA0083.3,alpha_1,alpha_2,alpha_1.vs.alpha_2,0.0186995068993526,0.095176412227395,alpha_2,0.0169755484530145,0.0194245900282517,1,5.1.2,Responders to external signals,5.1,MADS box factors,5,alpha-Helices exposed by beta-structures
GSC2,MA0891.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.063021104475186,0.0113650185954995,alpha_2,0.017760715720449,0.0202430204766535,1,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
Nr2f6,MA0677.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,0.382132602270814,0.469916397176478,alpha_2,0.0200043914851812,0.022666424011585,1,2.1.3,RXR-related receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
ZNF410,MA0752.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.00100793833771735,0.0685395162333915,alpha_2,0.0231248663577383,0.0261509719162705,1,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
EN2,MA0642.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.494212553945495,-0.427639188042359,alpha_2,0.0295501228565287,0.0330938513228822,1,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
E2F3,MA0469.2,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.0842341923415039,-0.0185284646656507,alpha_2,0.0334627136197361,0.0374033034475428,1,3.3.2,E2F,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
FEV,MA0156.2,alpha_1,alpha_2,alpha_1.vs.alpha_2,0.00507472449233855,0.0780801345399597,alpha_2,0.0376712845961693,0.0418650168544761,1,3.5.2,Ets-related,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
HOXD13,MA0909.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.0484265908089563,0.00711579008366588,alpha_2,0.0477684773071929,0.0527823442001235,1,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
FOXG1,MA0613.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.115293665577565,-0.0523884284170941,alpha_2,0.0558063226022646,0.0613128288172888,1,3.3.1,FOX,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
Foxj2,MA0614.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.115293665577565,-0.0523884284170941,alpha_2,0.0558063226022646,0.0613128288172888,1,3.3.1,FOX,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
GCM2,MA0767.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,0.0636600132819659,0.118049211789193,alpha_2,0.0559933186040283,0.0614017641510083,1,7.2.1,GCM,7.2,GCM domain factors,7,beta-Hairpin exposed by an alpha/beta-scaffold
NFIL3,MA0025.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.26326542831845,-0.205904246320239,alpha_2,0.0618947730345772,0.0677449406181856,1,1.1.8,CEBP-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
RORA,MA0071.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.118251677319948,-0.0708491401340212,alpha_2,0.106894577193412,0.115255046918036,1,2.1.2,Thyroid hormone receptor-related factors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
TBR1,MA0802.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,0.10284765719088,0.143106296392573,alpha_2,0.123316605978818,0.132714339891702,1,6.5.2,"",6.5,T-Box factors,6,Immunoglobulin fold
CDX2,MA0465.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.0123721544116486,0.0246512844452543,alpha_2,0.133598991555989,0.143513573489643,1,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
Arid3a,MA0151.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.24211676236276,-0.209080382288071,alpha_2,0.135287172843979,0.145057913104934,1,3.7.1,ARID-related,3.7,ARID,3,Helix-turn-helix domains
POU3F1,MA0786.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,0.248735995654461,0.286879919841409,alpha_2,0.140387055076881,0.149970673227886,1,3.1.10,POU,3.1,Homeo domain factors,3,Helix-turn-helix domains
RXRG,MA0856.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,0.403741343581732,0.445309857740139,alpha_2,0.149361621622665,0.159264049575548,1,2.1.3,RXR-related receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
ETS1,MA0098.3,alpha_1,alpha_2,alpha_1.vs.alpha_2,0.00229053411518336,0.043769378409867,alpha_2,0.154834696599628,0.164494108864559,1,3.5.2,Ets-related,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
HIF1A,MA1106.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,0.240506840132242,0.275550424890909,alpha_2,0.160911433597232,0.170636849913548,1,1.2.5,PAS,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
RELA,MA0107.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,0.240243175756167,0.280295072938247,alpha_2,0.170499223691091,0.180144252768507,1,6.1.1,NFkappaB-related,6.1,Rel homology region (RHR) factors,6,Immunoglobulin fold
TFAP2A(var.2),MA0810.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.106802004137792,-0.0781996864988333,alpha_2,0.175373617733418,0.184956875533058,1,1.3.1,AP2,1.3,Basic helix-span-helix factors (bHSH),1,Basic domains
EOMES,MA0800.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,0.0660272556878312,0.0952453129636182,alpha_2,0.199064772876029,0.208424056953383,1,6.5.2,"",6.5,T-Box factors,6,Immunoglobulin fold
ZNF354C,MA0130.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,0.198169094754009,0.225243839161838,alpha_2,0.201043970983318,0.210116352345381,1,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
HOXC12,MA0906.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.0157724259328948,0.0139836791618271,alpha_2,0.2020752682512,0.21081365822963,1,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
PKNOX2,MA0783.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.0329478106809519,-0.00531127850289437,alpha_2,0.218710135388064,0.227757497103758,1,3.1.4,TALE-type HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
MYBL2,MA0777.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,0.104632364968568,0.12656752801129,alpha_2,0.264279986370315,0.274718334126414,1,3.5.1,Myb-SANT,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
Rarb(var.2),MA0858.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.175932213908992,-0.158387494187186,alpha_2,0.305392279432393,0.315753803198849,1,2.1.2,Thyroid hormone receptor-related factors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
LIN54,MA0619.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,0.0898842889304872,0.104971139613624,alpha_2,0.327583437402727,0.33689309104117,1,"","",,"",,""
Zfx,MA0146.2,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.100496963353442,-0.0878973693954362,alpha_2,0.329282928920851,0.338040453626192,1,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
ERG,MA0474.2,alpha_1,alpha_2,alpha_1.vs.alpha_2,0.0172928369343486,0.0342590625927062,alpha_2,0.338406147657908,0.346178727021075,1,3.5.2,Ets-related,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
Pax6,MA0069.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,0.183080598613421,0.198045121417176,alpha_2,0.339659469267048,0.346848029463176,1,3.2.1,PD+HD,3.2,Paired box factors,3,Helix-turn-helix domains
ARNT::HIF1A,MA0259.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,0.238802022234975,0.252747865744072,alpha_2,0.35093257974631,0.357728809283651,1,1.2.5,PAS,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
GSC,MA0648.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.00287034013625039,0.008312267269737,alpha_2,0.37556995219502,0.381500004071784,1,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
RXRB,MA0855.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,0.3878470483657,0.397809360664278,alpha_2,0.402333512837383,0.407970409689746,1,2.1.3,RXR-related receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
GLI2,MA0734.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,0.0415059447350326,0.0491060779818522,alpha_2,0.412471008718571,0.417518730853239,1,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
RARA::RXRA,MA0159.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.127855347401565,-0.120733843270334,alpha_2,0.420020233196227,0.424418350821319,1,2.1.3,RXR-related receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
RARA::RXRA,MA0159.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,-0.127855347401565,-0.120733843270334,alpha_2,0.420020233196227,0.424418350821319,1,2.1.2,Thyroid hormone receptor-related factors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
REL,MA0101.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,0.22279327985777,0.228290983648738,alpha_2,0.447256078136449,0.451152037005233,1,6.1.1,NFkappaB-related,6.1,Rel homology region (RHR) factors,6,Immunoglobulin fold
TP73,MA0861.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,0.0386933257505284,0.0429651245731897,alpha_2,0.451821316088647,0.454964420896221,1,6.3.1,p53-related,6.3,p53 domain factors,6,Immunoglobulin fold
ERF,MA0760.1,alpha_1,alpha_2,alpha_1.vs.alpha_2,0.0351365591343647,0.0354486450852022,alpha_2,0.496957166323473,0.497552543230073,1,3.5.2,Ets-related,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
NEUROD1,MA1109.1,beta_1,beta_2,beta_1.vs.beta_2,0.82568224364963,-0.504203336610369,beta_1,0,0,0,1.2.3,Tal-related,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
Rfx1,MA0509.1,beta_1,beta_2,beta_1.vs.beta_2,0.360493046268843,-0.9499734352511,beta_1,0,0,0,3.3.3,RFX,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
ASCL1,MA1100.1,beta_1,beta_2,beta_1.vs.beta_2,0.692534455836679,-0.324406544679557,beta_1,0,0,0,1.2.2,MyoD-ASC-related,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
NRL,MA0842.1,beta_1,beta_2,beta_1.vs.beta_2,0.337291837508417,-0.720430776215924,beta_1,4.48529519243323e-294,8.65661972139613e-293,2.59698591641884e-291,1.1.3,Maf-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
TAL1::TCF3,MA0091.1,beta_1,beta_2,beta_1.vs.beta_2,0.574998562310443,-0.524520970537541,beta_1,3.5402593104709e-287,6.61229077665372e-286,2.04981014076265e-284,1.2.3,Tal-related,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
TAL1::TCF3,MA0091.1,beta_1,beta_2,beta_1.vs.beta_2,0.574998562310443,-0.524520970537541,beta_1,3.5402593104709e-287,6.61229077665372e-286,2.04981014076265e-284,1.2.1,E2A,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
Ascl2,MA0816.1,beta_1,beta_2,beta_1.vs.beta_2,0.659925543835354,-0.255422887138144,beta_1,5.20349634213361e-252,9.12977085483442e-251,3.01282438209536e-249,1.2.2,MyoD-ASC-related,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
Tcf12,MA0521.1,beta_1,beta_2,beta_1.vs.beta_2,0.617336277006889,-0.268026878830863,beta_1,5.49218862131903e-248,9.3528741521874e-247,3.17997721174372e-245,1.2.1,E2A,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
Myog,MA0500.1,beta_1,beta_2,beta_1.vs.beta_2,0.643537799106266,-0.220799244399148,beta_1,8.96758874626554e-241,1.48349539545364e-239,5.19223388408775e-238,1.2.2,MyoD-ASC-related,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
Myod1,MA0499.1,beta_1,beta_2,beta_1.vs.beta_2,0.581973177521707,-0.265375817911831,beta_1,2.93525628156198e-231,4.72087051951219e-230,1.69951338702439e-228,1.2.2,MyoD-ASC-related,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
RFX5,MA0510.2,beta_1,beta_2,beta_1.vs.beta_2,0.344996250484152,-0.601213456855179,beta_1,1.06297480324077e-196,1.57810874634976e-195,6.15462411076407e-194,3.3.3,RFX,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
Tcf21,MA0832.1,beta_1,beta_2,beta_1.vs.beta_2,0.406231884519705,-0.366524058971726,beta_1,4.95708173974943e-182,7.00036665198761e-181,2.87015032731492e-179,1.2.3,Tal-related,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
RFX3,MA0798.1,beta_1,beta_2,beta_1.vs.beta_2,0.281481073466161,-0.566566639855552,beta_1,2.03002118181642e-162,2.61196058727046e-161,1.17538226427171e-159,3.3.3,RFX,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
RFX2,MA0600.2,beta_1,beta_2,beta_1.vs.beta_2,0.287198704797941,-0.54811601172995,beta_1,6.25641897029866e-157,7.87492735609332e-156,3.62246658380293e-154,3.3.3,RFX,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
MSC,MA0665.1,beta_1,beta_2,beta_1.vs.beta_2,0.347894616993973,-0.351263026814508,beta_1,6.96370787219128e-156,8.57869544255053e-155,4.03198685799875e-153,1.2.3,Tal-related,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
Mafb,MA0117.2,beta_1,beta_2,beta_1.vs.beta_2,0.229399661639175,-0.487824814963186,beta_1,1.20267744866939e-150,1.45072967245745e-149,6.96350242779575e-148,1.1.3,Maf-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
